STATION,DATE,AWND,PRCP,TMAX,TMIN,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT21
USW00012918,2/10/2005,9.4,0,61,42,,,,,,,,,,,,,,,,,,
USW00012918,2/11/2005,3.58,0,61,48,,,,,,,,,,,,,,,,,,
USW00012918,2/12/2005,7.38,0,67,50,,,,,,,,,,,,,,,1,,,
USW00012918,2/13/2005,9.4,0.9,72,62,1,,1,,,,,,,,,1,,,1,,,1
USW00012918,2/14/2005,5.82,0,79,53,1,1,,,,,,,,,,1,,,,,,1
USW00012918,2/15/2005,8.5,0,80,61,1,,,,,,,,,,,1,,,,,,
USW00012918,2/16/2005,6.93,0,79,61,1,1,,,,,,,,,,1,,,,,,
USW00012918,2/17/2005,12.53,0,65,55,,,,,,,,,,,,,,,,,,
USW00012918,2/18/2005,8.5,0,63,52,,,,,,,,,,,,,,,,,,
USW00012918,2/19/2005,8.72,0,68,53,,,,,,,,,,,,,,,,,,
USW00012918,2/20/2005,10.29,0,78,67,1,,,,,,,,,,,1,,,1,,,
USW00012918,2/21/2005,7.61,0,81,65,1,,,,,,,,,,,1,,,,,,
USW00012918,2/22/2005,5.59,0,76,64,1,1,,,,,,,,,,1,,,,,,1
USW00012918,2/23/2005,6.49,0.06,80,64,1,1,1,,,,,,,,,1,,,1,,,
USW00012918,2/24/2005,13.2,1.15,67,52,1,,1,,,,,,,,,1,,,1,,,
USW00012918,2/25/2005,9.62,0,63,47,,,,,,,,,,,,,,,,,,
USW00012918,2/26/2005,8.05,0.3,54,50,1,,,,,,,,,,,1,,,1,,,
USW00012918,2/27/2005,7.83,0.13,63,50,1,,,,,,,,,,,1,1,,1,,,
USW00012918,2/28/2005,7.38,0.18,67,48,1,,1,,,,,,,,,1,,,1,,,
USW00012918,3/1/2005,5.82,0,68,47,,,,,,,,,,,,,,,,,,
USW00012918,3/2/2005,10.96,1.35,61,46,1,,1,,,,,,,,,1,,,1,,,
USW00012918,3/3/2005,6.71,0,61,48,1,,,,,,,,,,,1,,,,,,
USW00012918,3/4/2005,4.7,0,69,50,,,,,,,,,,,,,,,,,,
USW00012918,3/5/2005,3.13,0,69,56,1,,,,,,,,,,,1,,,1,,,
USW00012918,3/6/2005,7.16,0.16,66,60,1,,,,,,,,,,,1,,,1,,,
USW00012918,3/7/2005,6.71,1.28,73,60,1,1,1,,,,,,,,1,1,,,1,,,
USW00012918,3/8/2005,8.05,0,68,53,,,,,,,,,,,,,,,,,,
USW00012918,3/9/2005,8.72,0,73,50,,,,,,,,,,,,,,,,,,
USW00012918,3/10/2005,5.82,0,76,45,,,,,,,,,,,,,,,1,,,
USW00012918,3/11/2005,7.83,0,76,53,,,,,,,,,,,,,,,,,,
USW00012918,3/12/2005,11.41,0,80,49,,,,,,,,,,,,,,,,,,
USW00012918,3/13/2005,14.09,0,82,60,,,,,,,,,,,,,,,,,,
USW00012918,3/14/2005,10.74,0,70,50,,,,,,,,,,,,,,,,,,
USW00012918,3/15/2005,13.65,0.07,59,51,1,,,,,,,,,,,1,,,1,,,
USW00012918,3/16/2005,14.76,0.09,53,44,,,,,,,,,,,,,,,1,,,
USW00012918,3/17/2005,7.16,0,63,41,,,,,,,,,,,,,,,,,,
USW00012918,3/18/2005,8.72,0,72,46,1,,,,,,,,,,,1,,,,,,
USW00012918,3/19/2005,7.16,0.1,79,58,1,,1,,,,,,,,,1,,,1,,,
USW00012918,3/20/2005,4.7,0.35,76,55,1,,1,,,,,,,,,1,,,1,,,
USW00012918,3/21/2005,9.62,0,80,59,1,,,,,,,,,,,1,,,,,,
USW00012918,3/22/2005,12.3,0.01,81,63,1,,,,,,,,,,,1,,,1,,,
USW00012918,3/23/2005,6.26,0,77,52,,,,,,,,,,,,,,,,,,
USW00012918,3/24/2005,7.83,0,77,55,,,,,,,,,,,,,,,,,,
USW00012918,3/25/2005,4.7,0,84,63,1,,,,,,,,,,,1,,,,,,
USW00012918,3/26/2005,7.16,0,78,60,1,,,,,,,1,,,,1,,,1,,,1
USW00012918,3/27/2005,14.32,0.21,61,45,1,,1,,,,,,,,,1,,,1,,,
USW00012918,3/28/2005,6.71,0,76,43,,,,,,,,,,,,,,,1,,,
USW00012918,3/29/2005,11.41,0,74,56,,,,,,,,,,,,,,,1,,,
USW00012918,3/30/2005,6.49,0,82,67,1,,,,,,,,,,,1,,,,,,
USW00012918,3/31/2005,5.82,0,82,67,1,,,,,,,1,,,,1,,,,,,
USW00012918,4/1/2005,16.11,0,72,55,1,,,,,,,,,,,1,,,1,,,
USW00012918,4/2/2005,5.59,0,75,45,,,,,,,,,,,,,,,,,,
USW00012918,4/3/2005,6.71,0,75,47,,,,,,,,,,,,,,,,,,
USW00012918,4/4/2005,10.51,0,74,57,,,,,,,,,,,,,,,,,,
USW00012918,4/5/2005,12.75,0,74,66,,,,,,,,,,,,,,,1,,,
USW00012918,4/6/2005,12.75,0,81,64,1,,,,,,,,,,,1,,,1,,,
USW00012918,4/7/2005,11.18,0,78,59,,,,,,,,,,,,,,,,,,
USW00012918,4/8/2005,5.59,0,82,55,,,,,,,,,,,,,,,,,,
USW00012918,4/9/2005,8.5,0,78,58,1,,,,,,,,,,,1,,,,,,1
USW00012918,4/10/2005,11.63,0.02,76,66,1,,,,,,,,,,,1,,,1,,,
USW00012918,4/11/2005,8.05,0.21,85,59,1,,1,,,,,,,,,1,,,1,,,
USW00012918,4/12/2005,6.49,0,82,52,,,,,,,,,,,,,,,,,,
USW00012918,4/13/2005,11.18,0,86,58,,,,,,,,,,,,,,,,,,
USW00012918,4/14/2005,8.05,0,78,58,,,,,,,,,,,,,,,,,,
USW00012918,4/15/2005,6.71,0,75,59,,,,,,,,,,,,,,,,,,
USW00012918,4/16/2005,5.14,0,80,57,1,,,,,,,1,,,,1,,,,,,
USW00012918,4/17/2005,7.16,0,78,58,1,,,,,,,,,,,,,,,,,1
USW00012918,4/18/2005,8.28,0,77,64,,,,,,,,,,,,,,,1,,,
USW00012918,4/19/2005,8.28,0,78,63,,,,,,,,,,,,,,,,,,
USW00012918,4/20/2005,8.5,0,82,65,1,,,,,,,,,,,1,,,1,,,
USW00012918,4/21/2005,6.49,0,82,69,,,,,,,,,,,,,,,,,,
USW00012918,4/22/2005,7.38,0,85,68,1,,,,,,,1,,,,1,,,1,,,
USW00012918,4/23/2005,13.65,0,76,60,,,,,,,,,,,,,,,,,,
USW00012918,4/24/2005,7.16,0,73,53,,,,,,,,,,,,,,,,,,
USW00012918,4/25/2005,5.82,0.64,67,58,1,,,,,,,,,,,1,,,1,,,
USW00012918,4/26/2005,9.4,0.01,80,56,1,,,,,,,,,,,1,,,1,,,
USW00012918,4/27/2005,7.61,0,84,53,,,,,,,,,,,,,,,,,,
USW00012918,4/28/2005,11.86,0,85,63,,,,,,,,,,,,,,,,,,
USW00012918,4/29/2005,9.62,0,84,71,1,,,,,,,1,,,,1,,,,,,
USW00012918,4/30/2005,15.66,0,75,56,,,,,,,,1,,,,,,,1,,,
USW00012918,5/1/2005,7.16,0,76,52,,,,,,,,,,,,,,,,,,
USW00012918,5/2/2005,5.82,0,76,55,,,,,,,,,,,,,,,,,,
USW00012918,5/3/2005,8.95,0,77,60,,,,,,,,,,,,,,,,,,
USW00012918,5/4/2005,8.5,0.09,77,61,,,,,,,,,,,,,,,,,,
USW00012918,5/5/2005,5.37,0,82,55,,,,,,,,,,,,,,,,,,
USW00012918,5/6/2005,6.26,0,81,59,,,,,,,,,,,,,,,,,,
USW00012918,5/7/2005,8.95,0,80,61,,,,,,,,,,,,,,,,,,
USW00012918,5/8/2005,11.41,1.48,76,63,,,,,,,,,,,,,,,,,,
USW00012918,5/9/2005,6.26,0,90,63,,,,,,,,,,,,,,,,,,
USW00012918,5/10/2005,7.61,0,86,71,,,,,,,,,,,,,,,,,,
USW00012918,5/11/2005,9.84,0,84,69,,,,,,,,,,,,,,,,,,
USW00012918,5/12/2005,9.62,0,82,70,,,,,,,,,,,,,,,,,,
USW00012918,5/13/2005,6.71,0,83,67,,,,,,,,,,,,,,,,,,
USW00012918,5/14/2005,4.7,0,87,68,,,,,,,,,,,,,,,,,,
USW00012918,5/15/2005,8.95,0,88,70,,,,,,,,,,,,,,,,,,
USW00012918,5/16/2005,7.16,0,80,68,,,,,,,,,,,,,,,,,,
USW00012918,5/17/2005,6.26,0,84,68,,,,,,,,,,,,,,,,,,
USW00012918,5/18/2005,7.16,0,85,68,,,,,,,,,,,,,,,,,,
USW00012918,5/19/2005,5.37,0,88,68,,,,,,,,,,,,,,,,,,
USW00012918,5/20/2005,3.8,0,92,70,,,,,,,,,,,,,,,,,,
USW00012918,5/21/2005,7.61,0,95,72,,,,,,,,,,,,,,,,,,
USW00012918,5/22/2005,6.71,0,96,74,,,,,,,,,,,,,,,,,,
USW00012918,5/23/2005,7.38,0,93,73,,,,,,,,,,,,,,,,,,
USW00012918,5/24/2005,5.82,0,92,70,,,,,,,,,,,,,,,,,,
USW00012918,5/25/2005,4.47,0,94,68,,,,,,,,,,,,,,,,,,
USW00012918,5/26/2005,6.26,0,91,74,,,,,,,,,,,,,,,,,,
USW00012918,5/27/2005,5.59,0,90,72,,,,,,,,,,,,,,,,,,
USW00012918,5/28/2005,6.93,0,91,72,,,,,,,,,,,,,,,,,,
USW00012918,5/29/2005,8.5,0.48,89,67,,,,,,,,,,,,,,,,,,
USW00012918,5/30/2005,5.14,0.13,86,68,,,,,,,,,,,,,,,,,,
USW00012918,5/31/2005,4.47,0,90,72,,,,,,,,,,,,,,,,,,
USW00012918,6/1/2005,5.59,0.26,87,68,1,,1,,,,,,,,,1,,,1,,,
USW00012918,6/2/2005,4.7,0,92,69,,,,,,,,,,,,,,,,,,
USW00012918,6/3/2005,7.83,0,89,73,,,,,,,,,,,,,,,,,,
USW00012918,6/4/2005,9.62,0,89,76,,,,,,,,,,,,,,,,,,
USW00012918,6/5/2005,6.93,0,91,76,,,,,,,,,,,,,,,,,,
USW00012918,6/6/2005,7.38,0.01,91,77,,,,,,,,,,,,,,,1,,,
USW00012918,6/7/2005,10.74,0,92,78,,,,,,,,,,,,,,,,,,
USW00012918,6/8/2005,9.4,0.08,91,77,,,,,,,,,,,,,,,1,,,
USW00012918,6/9/2005,8.5,0,91,76,,,,,,,,,,,,,,,1,,,
USW00012918,6/10/2005,7.61,0,92,76,,,,,,,,,,,,,,,,,,
USW00012918,6/11/2005,5.37,0,92,76,,,,,,,,,,,,,,,,,,
USW00012918,6/12/2005,6.71,0,92,74,,,,,,,,,,,,,,,,,,
USW00012918,6/13/2005,6.93,0,91,74,,,,,,,,,,,,,,,,,,
USW00012918,6/14/2005,5.82,0,97,76,,,1,,,,,,,,,,,,1,,,
USW00012918,6/15/2005,4.7,0,93,76,,,1,,,,,,,,,,,,1,,,
USW00012918,6/16/2005,6.04,0,96,75,,,,,,,,,,,,,,,,,,
USW00012918,6/17/2005,7.38,0,96,74,,,,,,,,,,,,,,,,,,
USW00012918,6/18/2005,6.04,0.02,95,74,,,,,,,,,,,,,,,1,,,
USW00012918,6/19/2005,7.16,0,94,76,,,,,,,,,,,,,,,,,,
USW00012918,6/20/2005,6.49,0,93,73,,,,,,,,,,,,,,,,,,
USW00012918,6/21/2005,3.8,0,94,74,,,,,,,,,,,,,,,,,,
USW00012918,6/22/2005,4.7,0,93,72,,,,,,,,1,,,,,,,,,,
USW00012918,6/23/2005,5.37,0,94,73,,,,,,,,,,,,,,,,,,
USW00012918,6/24/2005,5.59,0,94,74,,,,,,,,,,,,,,,,,,
USW00012918,6/25/2005,6.71,0,92,75,,,,,,,,1,,,,,,,,,,
USW00012918,6/26/2005,5.59,0,93,75,,,,,,,,,,,,,,,,,,
USW00012918,6/27/2005,5.37,0,91,75,,,1,,,,,,,,,,,,,,,
USW00012918,6/28/2005,4.92,0,94,75,,,,,,,,,,,,,,,,,,
USW00012918,6/29/2005,5.14,0,95,75,,,,,,,,,,,,,,,,,,
USW00012918,6/30/2005,8.05,0,95,78,,,,,,,,1,,,,,,,,,,
USW00012918,7/1/2005,8.05,0,100,77,,,,,,,,,,,,,,,,,,
USW00012918,7/2/2005,8.72,0,99,78,,,,,,,,,,,,,,,,,,
USW00012918,7/3/2005,8.5,0,96,79,,,,,,,,,,,,,,,1,,,
USW00012918,7/4/2005,8.72,0,96,78,,,,,,,,,,,,,,,,,,
USW00012918,7/5/2005,5.14,0,98,77,,,,,,,,,,,,,,,,,,
USW00012918,7/6/2005,7.83,0.02,100,78,,,1,,,,,,,,,,,,1,,,
USW00012918,7/7/2005,7.38,0.56,94,74,1,,1,,,,,,,,1,1,,,1,,,
USW00012918,7/8/2005,5.82,0,93,75,,,,,,,,,,,,,,,1,,,
USW00012918,7/9/2005,6.04,0.03,93,75,1,,,,,,,,,,,1,,,1,,,
USW00012918,7/10/2005,6.71,0,97,76,,,,,,,,,,,,,,,,,,
USW00012918,7/11/2005,4.25,0.23,93,74,,,1,,,,,,,,,,,,1,,,
USW00012918,7/12/2005,4.7,0.2,93,76,,,1,,,,,1,,,,,,,1,,,
USW00012918,7/13/2005,6.04,0.09,93,77,,,1,,,,,1,,,,,,,1,,,
USW00012918,7/14/2005,6.26,1.69,87,74,1,1,1,,,,,1,,,,1,,,1,,,
USW00012918,7/15/2005,3.8,2.85,80,73,1,,1,,,,,,,,,1,,,1,,,
USW00012918,7/16/2005,2.91,0.48,84,74,1,,1,,,,,,,,,1,,,1,,,
USW00012918,7/17/2005,5.82,3.26,85,76,,,1,,,,,1,,,,,,,1,,,
USW00012918,7/18/2005,4.03,1.17,90,76,1,,1,,,,,,,,,1,,,1,,,
USW00012918,7/19/2005,6.93,0.03,90,77,,,1,,,,,,,,,,,,1,,,
USW00012918,7/20/2005,7.16,0.28,90,76,,,1,,,,,1,,,,,,,1,,,
USW00012918,7/21/2005,3.8,0.02,92,78,1,,1,,,,,,,,,1,,,1,,,
USW00012918,7/22/2005,3.36,0.97,89,72,1,,1,,,,,,,,,1,,,1,,,
USW00012918,7/23/2005,4.47,0,90,73,,,1,,,,,,,,,,,,1,,,
USW00012918,7/24/2005,4.25,0,90,74,,,1,,,,,,,,,,,,,,,
USW00012918,7/25/2005,4.47,0,94,72,,,,,,,,,,,,,,,,,,
USW00012918,7/26/2005,6.26,0,94,75,,,,,,,,1,,,,,,,,,,
USW00012918,7/27/2005,4.7,0,94,74,,,,,,,,,,,,,,,,,,
USW00012918,7/28/2005,5.37,0,96,79,,,1,,,,,,,,,,,,,,,
USW00012918,7/29/2005,5.59,1.08,95,73,1,,1,,,,,,,,,1,,,1,,,
USW00012918,7/30/2005,5.14,0,93,76,,,,,,,,,,,,,,,,,,
USW00012918,7/31/2005,4.92,0,94,75,,,,,,,,,,,,,,,,,,
USW00012918,8/1/2005,4.47,0,94,79,,,1,,,,,1,,,,,,,,,,
USW00012918,8/2/2005,3.58,0,94,78,1,,,,,,,1,,,,1,,,,,,
USW00012918,8/3/2005,4.7,0,93,77,,,,,,,,1,,,,,,,,,,
USW00012918,8/4/2005,3.36,0,92,78,,,1,,,,,1,,,,,,,,,,
USW00012918,8/5/2005,4.47,0.04,92,77,,,1,,,,,,,,,,,,1,,,
USW00012918,8/6/2005,4.25,0,94,75,,,,,,,,,,,,,,,,,,
USW00012918,8/7/2005,3.8,0.39,93,76,,,1,,,,,,,,,,,,1,,,
USW00012918,8/8/2005,3.8,0.14,94,75,1,,1,,,,,1,,,,1,,,1,,,
USW00012918,8/9/2005,4.7,0.12,90,75,1,,1,,,,,1,,,,1,,,1,,,
USW00012918,8/10/2005,7.16,0,94,76,,,,,,,,,,,,,,,,,,
USW00012918,8/11/2005,4.7,0,94,76,,,,,,,,,,,,,,,,,,
USW00012918,8/12/2005,6.71,0,95,76,,,,,,,,,,,,,,,,,,
USW00012918,8/13/2005,6.93,0,94,77,,,,,,,,,,,,,,,,,,
USW00012918,8/14/2005,4.92,0.01,91,78,,,1,,,,,,,,,,,,1,,,
USW00012918,8/15/2005,4.7,1.09,92,76,,,1,,,,,,,,,,,,1,,,
USW00012918,8/16/2005,2.68,0.08,89,76,,,1,,,,,,,,,,,,1,,,
USW00012918,8/17/2005,3.8,0,91,77,1,,1,,,,,,,,,1,,,,,,
USW00012918,8/18/2005,4.92,0.06,92,77,,,1,,,,,,,,,,,,1,,,
USW00012918,8/19/2005,5.59,0,94,78,,,1,,,,,,,,,,,,1,,,
USW00012918,8/20/2005,4.25,0,95,79,,,,,,,,,,,,,,,,,,
USW00012918,8/21/2005,3.36,0,96,76,,,,,,,,,,,,,,,,,,
USW00012918,8/22/2005,5.14,0,97,79,,,1,,,,,,,,,,,,1,,,
USW00012918,8/23/2005,4.47,0,95,78,,,,,,,,,,,,,,,1,,,
USW00012918,8/24/2005,3.8,0.07,95,77,,,1,,,,,,,,,,,,1,,,
USW00012918,8/25/2005,2.91,0,91,79,,,,,,,,,,,,,,,1,,,
USW00012918,8/26/2005,2.91,0,94,78,,,1,,,,,,,,,,,,,,,
USW00012918,8/27/2005,4.7,0.24,98,74,1,,1,,,,,,,,,1,,,1,,,
USW00012918,8/28/2005,9.17,0.09,94,76,1,,1,,,,,,,,,1,,,1,,,
USW00012918,8/29/2005,9.4,0.21,96,75,,,1,,,,,1,,,1,,,,1,,,
USW00012918,8/30/2005,3.13,0,96,77,,,,,,,,,,,,,,,,,,
USW00012918,8/31/2005,3.8,0,96,78,1,,,,,,,1,,,,1,,,,,,
USW00012918,9/1/2005,4.7,0.01,93,77,,,,,,,,1,,,,,,,1,,,
USW00012918,9/2/2005,5.14,0.02,90,77,1,,,,,,,1,,,,1,,,1,,,
USW00012918,9/3/2005,4.25,0.01,90,74,1,,1,,,,,1,,,,1,,,1,,,
USW00012918,9/4/2005,4.7,0,94,76,,,,,,,,1,,,,,,,,,,
USW00012918,9/5/2005,4.47,0,94,74,,,,,,,,1,,,,,,,,,,
USW00012918,9/6/2005,7.16,0,90,75,,,,,,,,1,,,,,,,1,,,
USW00012918,9/7/2005,6.04,0,91,71,,,,,,,,1,,,,,,,,,,
USW00012918,9/8/2005,5.59,0,91,72,,,,,,,,1,,,,,,,,,,
USW00012918,9/9/2005,4.92,0,91,74,,,,,,,,1,,,,,,,,,,
USW00012918,9/10/2005,3.36,0.07,83,76,,,1,,,,,,,,,,,,1,,,
USW00012918,9/11/2005,8.05,0,90,75,,,,,,,,,,,,,,,1,,,
USW00012918,9/12/2005,6.04,0,88,76,,,,,,,,,,,,,,,,,,
USW00012918,9/13/2005,6.04,0.26,92,76,1,,1,,,,,,,,,1,,,1,,,
USW00012918,9/14/2005,7.16,0,93,76,,,,,,,,,,,,,,,,,,
USW00012918,9/15/2005,8.5,0,94,78,,,,,,,,,,,,,,,,,,
USW00012918,9/16/2005,6.71,0,94,78,,,1,,,,,,,,,,,,1,,,
USW00012918,9/17/2005,5.82,0,96,77,,,,,,,,,,,,,,,,,,
USW00012918,9/18/2005,4.7,0,94,77,,,,,,,,,,,,,,,,,,
USW00012918,9/19/2005,3.8,0,93,76,1,,,,,,,1,,,,1,,,,,,
USW00012918,9/20/2005,3.58,0,97,75,1,,,,,,,,,,,1,,,,,,
USW00012918,9/21/2005,6.71,0,100,77,,,,,,,,1,,,,,,,,,,
USW00012918,9/22/2005,5.37,0,99,79,,,,,,,,1,,,,,,,,,,
USW00012918,9/23/2005,21.92,0.2,96,76,1,,,,,,,,,,,1,,,1,,,
USW00012918,9/24/2005,19.91,0.82,94,74,1,,,,,,,,,,,1,,,1,,,
USW00012918,9/25/2005,8.5,0,97,77,1,,,,,,,1,,,,1,,,,,,
USW00012918,9/26/2005,6.49,0,97,78,1,1,,,,,,,,,,1,,,,,,
USW00012918,9/27/2005,6.93,0,98,79,1,,,,,,,,,,,1,,,,,,
USW00012918,9/28/2005,6.26,0,97,79,,,,,,,,,,,,,,,,,,
USW00012918,9/29/2005,8.72,0.08,92,73,1,,1,,,,,1,,,,1,,,1,,,
USW00012918,9/30/2005,6.49,0,87,71,,,,,,,,,,,,,,,,,,
USW00012918,10/1/2005,6.71,0,90,75,,,,,,,,,,,,,,,,,,
USW00012918,10/2/2005,8.5,0.01,90,77,,,,,,,,,,,,,,,1,,,
USW00012918,10/3/2005,9.4,0,90,78,,,,,,,,,,,,,,,,,,
USW00012918,10/4/2005,8.5,0.05,89,76,1,,,,,,,,,,,1,,,1,,,
USW00012918,10/5/2005,6.26,0,90,75,,,,,,,,,,,,,,,1,,,
USW00012918,10/6/2005,10.74,0,92,71,,,,,,,,,,,,,,,,,,
USW00012918,10/7/2005,12.97,0,78,62,,,,,,,,,,,,,,,,,,
USW00012918,10/8/2005,8.28,0,76,59,,,,,,,,,,,,,,,,,,
USW00012918,10/9/2005,4.03,0,82,54,,,,,,,,,,,,,,,,,,
USW00012918,10/10/2005,9.17,0.58,74,65,1,,,,,,,,,,,1,,,1,,,
USW00012918,10/11/2005,6.49,0,84,68,,,,,,,,,,,,,,,1,,,
USW00012918,10/12/2005,3.8,0,88,69,1,,,,,,,1,,,,1,,,,,,
USW00012918,10/13/2005,8.05,0,86,67,,,,,,,,1,,,,,,,,,,
USW00012918,10/14/2005,8.05,0,86,69,,,,,,,,1,,,,,,,,,,
USW00012918,10/15/2005,4.03,0,84,64,,,,,,,,1,,,,,,,,,,
USW00012918,10/16/2005,3.58,0,85,61,,,,,,,,,,,,,,,,,,
USW00012918,10/17/2005,2.91,0,88,61,,,,,,,,,,,,,,,,,,
USW00012918,10/18/2005,3.8,0,89,63,1,,,,,,,,,,,1,,,,,,
USW00012918,10/19/2005,4.03,0,88,62,1,,,,,,,1,,,,1,,,,,,
USW00012918,10/20/2005,4.7,0,88,64,1,,,,,,,,,,,1,,,,,,
USW00012918,10/21/2005,8.95,0,86,67,,,,,,,,,,,,,,,,,,
USW00012918,10/22/2005,7.16,0,81,59,,,,,,,,,,,,,,,,,,
USW00012918,10/23/2005,11.63,0,83,54,,,,,,,,,,,,,,,,,,
USW00012918,10/24/2005,10.96,0,68,48,,,,,,,,,,,,,,,1,,,
USW00012918,10/25/2005,3.58,0,72,43,,,,,,,,,,,,,,,,,,
USW00012918,10/26/2005,5.82,0,76,46,,,,,,,,,,,,,,,,,,
USW00012918,10/27/2005,9.17,0,77,56,,,,,,,,,,,,,,,,,,
USW00012918,10/28/2005,7.16,0,73,51,,,,,,,,,,,,,,,,,,
USW00012918,10/29/2005,4.92,0,74,50,,,,,,,,,,,,,,,,,,
USW00012918,10/30/2005,8.28,0,80,59,,,,,,,,1,,,,,,,,,,
USW00012918,10/31/2005,10.07,0.71,83,60,1,,1,,,,,,,,,1,,,1,,,
USW00012918,11/1/2005,11.41,0,73,49,,,,,,,,,,,,,,,,,,
USW00012918,11/2/2005,4.47,0,75,46,,,,,,,,,,,,,,,,,,
USW00012918,11/3/2005,5.37,0,80,48,,,,,,,,,,,,,,,,,,
USW00012918,11/4/2005,6.93,0,84,60,,,,,,,,,,,,,,,,,,
USW00012918,11/5/2005,8.5,0,87,68,,,,,,,,,,,,,,,1,,,
USW00012918,11/6/2005,5.37,0,87,67,1,1,,,,,,,,,,1,,,,,,1
USW00012918,11/7/2005,6.71,0,84,71,1,1,,,,,,,,,,1,,,,,,
USW00012918,11/8/2005,6.04,0.32,83,71,1,,,,,,,,,,,1,,,1,,,
USW00012918,11/9/2005,5.14,0,87,68,1,1,,,,,,,,,,1,,,1,,,
USW00012918,11/10/2005,6.04,0,85,68,1,1,,,,,,,,,,1,,,,,,
USW00012918,11/11/2005,8.05,0,79,65,1,,,,,,,,,,,1,,,,,,
USW00012918,11/12/2005,8.05,0,84,69,,,,,,,,,,,,,,,1,,,
USW00012918,11/13/2005,5.59,0,86,68,1,,,,,,,,,,,,,,1,,,1
USW00012918,11/14/2005,6.49,0,86,67,1,1,,,,,,,,,,1,,,,,,1
USW00012918,11/15/2005,12.3,0.42,87,58,1,,1,,,,,,,,,1,,,1,,,
USW00012918,11/16/2005,16.11,0,59,45,,,,,,,,,,,,,,,,,,
USW00012918,11/17/2005,8.05,0,60,40,,,,,,,,,,,,,,,,,,
USW00012918,11/18/2005,8.5,0,58,44,,,,,,,,,,,,,,,,,,
USW00012918,11/19/2005,2.68,0,63,47,,,,,,,,,,,,,,,1,,,
USW00012918,11/20/2005,4.7,0.14,67,47,1,,,,,,,,,,,1,,,1,,,
USW00012918,11/21/2005,6.26,0,66,41,,,,,,,,,,,,,,,,,,
USW00012918,11/22/2005,3.8,0,74,42,,,,,,,,,,,,,,,,,,
USW00012918,11/23/2005,9.17,0,82,45,,,,,,,,,,,,,,,,,,
USW00012918,11/24/2005,5.14,0,78,53,1,,,,,,,,,,,,,,,,,1
USW00012918,11/25/2005,6.71,0,71,61,1,1,,,,,,,,,,1,,,1,,,
USW00012918,11/26/2005,5.37,2.02,67,60,1,,1,,,,,,,,,1,,,1,,,1
USW00012918,11/27/2005,12.97,0.01,83,62,1,1,,,,,,,,,,1,,,1,,,
USW00012918,11/28/2005,9.17,0,83,50,,,,,,,,,,,,,,,,,,
USW00012918,11/29/2005,4.92,0,63,44,,,,,,,,,,,,,,,,,,
USW00012918,11/30/2005,5.82,0,68,39,,,,,,,,,,,,,,,,,,
USW00012918,12/1/2005,7.61,0,72,54,,,,,,,,,,,,,,,,,,
USW00012918,12/2/2005,7.61,0,68,49,1,,,,,,,,,,,1,,,,,,
USW00012918,12/3/2005,11.41,0,83,66,1,,,,,,,,,,,1,,,,,,1
USW00012918,12/4/2005,9.17,0.17,80,51,,,1,,,,,,,,,,,,1,,,
USW00012918,12/5/2005,12.08,0,59,44,,,,,,,,,,,,,,,,,,
USW00012918,12/6/2005,7.38,0,58,36,,,,,,,,,,,,,,,,,,
USW00012918,12/7/2005,11.86,0.01,58,42,1,,,,,,,,,,,1,,,1,,,
USW00012918,12/8/2005,16.55,0,42,34,,,,,,,,,,,,,,,1,,,
USW00012918,12/9/2005,8.05,0,50,35,,,,,,,,,,,,,,,,,,
USW00012918,12/10/2005,1.79,0.05,56,43,1,,,,,,,,,,,1,,,1,,,
USW00012918,12/11/2005,4.92,0,66,40,1,,,,,,,,,,,,,,,,,1
USW00012918,12/12/2005,2.24,0,70,44,,,,,,,,,,,,,,,,,,
USW00012918,12/13/2005,6.49,0,70,43,1,,,,,,,,,,,,,,,,,1
USW00012918,12/14/2005,12.3,1.59,72,48,1,,1,,,,,,,,,1,1,,1,,,
USW00012918,12/15/2005,10.29,0,60,42,,,,,,,,,,,,,,,,,,
USW00012918,12/16/2005,10.29,0,51,42,,,,,,,,,,,,,,,1,,,
USW00012918,12/17/2005,12.75,0.44,49,41,1,,,,,,,,,,,1,,,1,,,
USW00012918,12/18/2005,10.07,0,58,39,,,,,,,,,,,,,,,,,,
USW00012918,12/19/2005,8.72,0,58,40,,,,,,,,,,,,,,,,,,
USW00012918,12/20/2005,8.72,0.01,50,43,,,,,,,,,,,,,,,1,,,
USW00012918,12/21/2005,4.7,0,58,40,,,,,,,,,,,,,,,,,,
USW00012918,12/22/2005,4.92,0,60,37,1,,,,,,,,,,,1,,,,,,1
USW00012918,12/23/2005,7.16,0,75,41,1,,,,,,,,,,,,,,,,,1
USW00012918,12/24/2005,12.97,0,71,55,1,1,,,,,,,,,,1,,,,,,1
USW00012918,12/25/2005,8.72,0,69,45,,,,,,,,,,,,,,,,,,
USW00012918,12/26/2005,6.49,0,79,42,,,,,,,,,,,,,,,,,,
USW00012918,12/27/2005,12.08,0,79,60,,,,,,,,,,,,,,,,,,
USW00012918,12/28/2005,5.82,0,74,49,1,1,,,,,,,,,,1,,,,,,
USW00012918,12/29/2005,4.25,0,71,44,,,,,,,,,,,,,,,,,,
USW00012918,12/30/2005,7.38,0,78,58,1,,,,,,,,,,,1,,,,,,
