"","OCCUR_DATE","OCCUR_TIME","BORO","LOC_OF_OCCUR_DESC","PRECINCT","JURISDICTION_CODE","LOC_CLASSFCTN_DESC","LOCATION_DESC","STATISTICAL_MURDER_FLAG","PERP_AGE_GROUP","PERP_SEX","PERP_RACE","VIC_AGE_GROUP","VIC_SEX","VIC_RACE"
"4880",2015-09-25,83880,"BROOKLYN",NA,79,2,NA,"MULTI DWELL - PUBLIC HOUS",FALSE,NA,NA,NA,"25-44","M","BLACK"
"4881",2018-01-14,120,"BRONX",NA,48,0,NA,"MULTI DWELL - APT BUILD",FALSE,NA,NA,NA,"18-24","M","WHITE HISPANIC"
"4882",2020-06-01,72900,"BROOKLYN",NA,79,2,NA,"MULTI DWELL - PUBLIC HOUS",FALSE,"45-64","M","BLACK","25-44","M","WHITE HISPANIC"
"4883",2020-09-01,54060,"MANHATTAN",NA,28,0,NA,NA,TRUE,"25-44","M","BLACK","25-44","M","BLACK"
"4884",2007-07-27,40980,"BROOKLYN",NA,75,0,NA,NA,FALSE,NA,"M","BLACK","45-64","M","WHITE"
"4885",2012-10-01,80400,"BRONX",NA,50,0,NA,"MULTI DWELL - APT BUILD",TRUE,"25-44","M","BLACK","18-24","M","WHITE HISPANIC"
"4886",2006-10-23,63000,"MANHATTAN",NA,23,2,NA,"MULTI DWELL - PUBLIC HOUS",FALSE,"<18","M","BLACK","<18","F","BLACK"
"4887",2007-12-30,12900,"BROOKLYN",NA,67,0,NA,"MULTI DWELL - APT BUILD",TRUE,NA,NA,NA,"25-44","M","BLACK"
"4888",2015-11-09,22440,"MANHATTAN",NA,14,1,NA,NA,FALSE,"25-44","M","WHITE","25-44","M","WHITE HISPANIC"
"4889",2015-10-31,59220,"BRONX",NA,47,0,NA,NA,FALSE,NA,NA,NA,"18-24","M","BLACK"
"4890",2009-08-04,83700,"BRONX",NA,42,2,NA,"MULTI DWELL - PUBLIC HOUS",FALSE,NA,NA,NA,"25-44","M","BLACK"
"4891",2007-07-01,82320,"BRONX",NA,47,0,NA,NA,FALSE,"18-24","M","BLACK","18-24","M","BLACK"
"4892",2020-08-03,72720,"BRONX",NA,40,0,NA,NA,FALSE,NA,NA,NA,"25-44","M","BLACK HISPANIC"
"4893",2021-11-14,22860,"BRONX",NA,49,0,NA,NA,FALSE,NA,NA,NA,"25-44","M","BLACK"
"4894",2018-11-19,74880,"BROOKLYN",NA,70,0,NA,NA,FALSE,"<18","F","WHITE","18-24","M","WHITE HISPANIC"
"4895",2007-11-04,81720,"BROOKLYN",NA,79,2,NA,"MULTI DWELL - PUBLIC HOUS",FALSE,NA,NA,NA,"25-44","M","BLACK"
"4896",2021-07-29,85620,"MANHATTAN",NA,34,0,NA,NA,FALSE,"25-44","M","BLACK HISPANIC","25-44","M","BLACK HISPANIC"
"4897",2008-05-09,1800,"BRONX",NA,47,0,NA,NA,FALSE,"25-44","M","BLACK",NA,"M","BLACK"
"4898",2021-11-27,64980,"BROOKLYN",NA,67,0,NA,NA,FALSE,NA,NA,NA,"18-24","M","WHITE"
"4899",2022-02-10,52560,"BRONX","OUTSIDE",43,0,"STREET","(null)",FALSE,"18-24","M","WHITE HISPANIC","18-24","F","BLACK"
"4900",2007-03-22,70500,"BRONX",NA,44,0,NA,NA,FALSE,"<18","M","BLACK HISPANIC","25-44","M","WHITE HISPANIC"
"4901",2014-08-13,59160,"BROOKLYN",NA,75,0,NA,NA,FALSE,NA,NA,NA,"18-24","M","BLACK"
"4902",2012-07-18,4800,"BRONX",NA,40,2,NA,"MULTI DWELL - PUBLIC HOUS",FALSE,"25-44","M","BLACK","25-44","M","BLACK"
"4903",2017-07-29,15600,"BROOKLYN",NA,73,0,NA,NA,FALSE,"18-24","M","BLACK","25-44","F","BLACK"
"4904",2007-06-17,73440,"BROOKLYN",NA,73,0,NA,NA,FALSE,NA,NA,NA,"18-24","M","BLACK"
"4905",2011-11-17,63780,"BRONX",NA,46,0,NA,"MULTI DWELL - APT BUILD",FALSE,"18-24","M","BLACK","<18","M","BLACK"
"4906",2020-07-05,15720,"BROOKLYN",NA,67,0,NA,NA,TRUE,NA,NA,NA,"18-24","M","BLACK"
"4907",2019-09-26,50400,"MANHATTAN",NA,25,0,NA,NA,FALSE,NA,NA,NA,"25-44","M","BLACK"
"4908",2008-08-04,76140,"BROOKLYN",NA,77,2,NA,"MULTI DWELL - PUBLIC HOUS",FALSE,"18-24","M",NA,"<18","M","BLACK"
"4909",2022-09-24,34320,"BRONX","OUTSIDE",47,0,"STREET","(null)",FALSE,NA,NA,NA,"45-64","M","BLACK"
"4910",2015-08-07,66540,"BROOKLYN",NA,63,2,NA,"MULTI DWELL - PUBLIC HOUS",FALSE,NA,NA,NA,"25-44","M","BLACK"
"4911",2010-08-01,12600,"BROOKLYN",NA,67,0,NA,"PVT HOUSE",FALSE,NA,NA,NA,"<18","M","BLACK"
"4912",2022-04-14,82200,"BROOKLYN","OUTSIDE",70,0,"STREET","(null)",FALSE,"25-44","M","BLACK","25-44","M","BLACK"
"4913",2019-09-17,81420,"BRONX",NA,44,2,NA,"MULTI DWELL - PUBLIC HOUS",FALSE,"25-44","M","BLACK","25-44","M","BLACK"
"4914",2007-06-08,82440,"BROOKLYN",NA,75,0,NA,"MULTI DWELL - APT BUILD",TRUE,NA,NA,NA,"25-44","M","BLACK"
"4915",2017-06-29,82260,"MANHATTAN",NA,28,0,NA,NA,FALSE,"18-24","M","BLACK","18-24","M","BLACK"
"4916",2020-11-27,69900,"STATEN ISLAND",NA,120,0,NA,"MULTI DWELL - APT BUILD",FALSE,"25-44","M","BLACK","18-24","M","BLACK"
"4917",2008-10-02,25080,"BRONX",NA,44,0,NA,"MULTI DWELL - APT BUILD",TRUE,"25-44","M","BLACK","25-44","F","BLACK"
"4918",2009-04-16,44400,"BRONX",NA,44,0,NA,NA,FALSE,"18-24","M","BLACK","18-24","M","BLACK"
"4919",2016-08-11,9300,"QUEENS",NA,106,0,NA,"PVT HOUSE",FALSE,NA,NA,NA,"45-64","F","WHITE HISPANIC"
"4920",2022-02-03,60480,"BRONX","OUTSIDE",43,2,"HOUSING","MULTI DWELL - PUBLIC HOUS",FALSE,NA,NA,NA,"<18","M","BLACK"
"4921",2006-03-26,1140,"QUEENS",NA,101,0,NA,NA,FALSE,NA,NA,NA,"<18","M","BLACK"
"4922",2011-07-23,2760,"BRONX",NA,44,0,NA,NA,FALSE,"25-44","M","WHITE HISPANIC","18-24","M","BLACK"
"4923",2007-08-02,8520,"BROOKLYN",NA,75,0,NA,"MULTI DWELL - PUBLIC HOUS",FALSE,NA,"M","BLACK","25-44","F","BLACK"
"4924",2022-05-06,77580,"BROOKLYN","INSIDE",73,0,"COMMERCIAL","BEAUTY/NAIL SALON",FALSE,NA,NA,NA,"45-64","M","BLACK"
"4925",2010-08-03,66540,"BROOKLYN",NA,79,0,NA,NA,FALSE,NA,NA,NA,"25-44","M","BLACK"
"4926",2022-03-29,76500,"MANHATTAN","OUTSIDE",32,0,"STREET","MULTI DWELL - APT BUILD",FALSE,"25-44","M","BLACK","25-44","F","BLACK"
"4927",2021-02-16,74880,"BRONX",NA,44,0,NA,"DEPT STORE",FALSE,"45-64","M","BLACK","25-44","M","ASIAN / PACIFIC ISLANDER"
"4928",2008-10-18,6120,"BROOKLYN",NA,60,2,NA,"MULTI DWELL - PUBLIC HOUS",FALSE,"<18","M","BLACK","<18","M","BLACK HISPANIC"
"4929",2009-06-16,69240,"BROOKLYN",NA,79,0,NA,NA,TRUE,NA,NA,NA,"<18","M","BLACK"
"4930",2012-05-01,78660,"BROOKLYN",NA,77,0,NA,"BEAUTY/NAIL SALON",TRUE,"25-44","M","BLACK","25-44","M","BLACK"
"4931",2016-08-02,63600,"BRONX",NA,48,0,NA,"BEAUTY/NAIL SALON",TRUE,"25-44","M","BLACK HISPANIC","25-44","M","WHITE HISPANIC"
"4932",2015-05-29,120,"BRONX",NA,42,2,NA,"MULTI DWELL - PUBLIC HOUS",FALSE,"<18","M","WHITE HISPANIC","18-24","M","BLACK"
"4933",2022-07-04,61500,"MANHATTAN","OUTSIDE",1,0,"STREET","(null)",FALSE,"18-24","F","BLACK HISPANIC","25-44","M","BLACK"
"4934",2011-01-24,62820,"BRONX",NA,40,0,NA,NA,TRUE,"25-44","M","BLACK","18-24","M","BLACK"
"4935",2013-12-29,57420,"BROOKLYN",NA,77,0,NA,NA,FALSE,NA,NA,NA,"45-64","M","BLACK"
"4936",2012-06-09,62340,"BROOKLYN",NA,75,0,NA,"PVT HOUSE",FALSE,"25-44","M","BLACK","25-44","M","BLACK"
"4937",2017-03-09,63180,"QUEENS",NA,113,0,NA,NA,FALSE,"18-24","M","BLACK","25-44","M","BLACK"
"4938",2007-08-04,14100,"BRONX",NA,41,0,NA,"SOCIAL CLUB/POLICY LOCATI",FALSE,NA,"M","BLACK","25-44","M","BLACK"
"4939",2006-04-14,80580,"BRONX",NA,48,0,NA,NA,FALSE,NA,NA,NA,"18-24","M","WHITE HISPANIC"
"4940",2011-02-26,78300,"BRONX",NA,48,0,NA,NA,FALSE,NA,NA,NA,"18-24","M","BLACK"
"4941",2006-06-18,13380,"MANHATTAN",NA,30,0,NA,"FAST FOOD",FALSE,NA,NA,NA,"18-24","M","WHITE HISPANIC"
"4942",2015-07-13,4500,"BRONX",NA,43,2,NA,"MULTI DWELL - PUBLIC HOUS",FALSE,NA,NA,NA,"18-24","M","BLACK"
"4943",2010-04-15,10200,"MANHATTAN",NA,25,0,NA,NA,FALSE,NA,NA,NA,"25-44","M","WHITE HISPANIC"
"4944",2007-04-19,73740,"BROOKLYN",NA,79,2,NA,"MULTI DWELL - PUBLIC HOUS",FALSE,"25-44","M","BLACK","25-44","M","BLACK"
"4945",2007-05-27,57420,"BROOKLYN",NA,69,0,NA,NA,TRUE,"45-64","M","BLACK","25-44","M","BLACK"
"4946",2007-04-06,16200,"BROOKLYN",NA,68,0,NA,NA,FALSE,NA,"M",NA,"25-44","M","WHITE"
"4947",2019-04-16,71100,"QUEENS",NA,105,0,NA,NA,FALSE,NA,NA,NA,"25-44","M","BLACK"
"4948",2006-11-01,64920,"BROOKLYN",NA,88,2,NA,"MULTI DWELL - PUBLIC HOUS",TRUE,NA,NA,NA,"18-24","M","BLACK"
"4949",2017-02-08,67140,"BROOKLYN",NA,62,0,NA,"PVT HOUSE",TRUE,"25-44","M","BLACK","65+","M","WHITE"
"4950",2014-10-31,14400,"QUEENS",NA,110,0,NA,"BAR/NIGHT CLUB",FALSE,NA,NA,NA,"18-24","F","BLACK"
"4951",2014-11-04,66360,"MANHATTAN",NA,33,0,NA,NA,FALSE,"25-44","M","BLACK","18-24","M","BLACK HISPANIC"
"4952",2011-10-30,14760,"BRONX",NA,47,2,NA,"MULTI DWELL - APT BUILD",TRUE,"25-44","M","BLACK HISPANIC","18-24","F","WHITE HISPANIC"
"4953",2011-06-09,62520,"BROOKLYN",NA,60,0,NA,NA,FALSE,"18-24","M","BLACK","25-44","M","BLACK"
"4954",2008-05-05,82560,"BROOKLYN",NA,69,0,NA,NA,FALSE,"25-44","M","BLACK HISPANIC","18-24","M","BLACK HISPANIC"
"4955",2008-08-23,84900,"BRONX",NA,48,0,NA,NA,TRUE,"18-24","M","WHITE HISPANIC","18-24","M","WHITE HISPANIC"
"4956",2009-11-28,1260,"BRONX",NA,48,0,NA,NA,FALSE,"18-24","M","BLACK HISPANIC","<18","F","WHITE HISPANIC"
"4957",2011-06-11,5100,"QUEENS",NA,103,0,NA,NA,FALSE,"25-44","M","BLACK HISPANIC","25-44","M","BLACK HISPANIC"
"4958",2012-06-17,16980,"QUEENS",NA,103,0,NA,"BAR/NIGHT CLUB",TRUE,NA,NA,NA,"25-44","M","BLACK"
"4959",2014-07-13,85440,"MANHATTAN",NA,34,0,NA,"BAR/NIGHT CLUB",FALSE,NA,NA,NA,"25-44","M","BLACK"
"4960",2022-02-22,10800,"QUEENS","OUTSIDE",104,0,"STREET","(null)",FALSE,NA,NA,NA,"25-44","M","BLACK"
"4961",2007-07-28,81420,"MANHATTAN",NA,24,0,NA,NA,TRUE,"18-24","M","WHITE HISPANIC","18-24","M","BLACK"
"4962",2016-07-27,85200,"QUEENS",NA,109,0,NA,NA,TRUE,NA,NA,NA,"45-64","M","BLACK"
"4963",2014-07-27,54300,"BRONX",NA,43,0,NA,NA,FALSE,"<18","M","BLACK HISPANIC","25-44","F","BLACK"
"4964",2011-01-29,18900,"BRONX",NA,44,0,NA,"BAR/NIGHT CLUB",FALSE,"18-24","M","BLACK","25-44","M","BLACK HISPANIC"
"4965",2017-05-31,79260,"BRONX",NA,52,0,NA,"MULTI DWELL - APT BUILD",FALSE,"18-24","M","WHITE HISPANIC","<18","M","BLACK"
"4966",2018-01-28,18600,"QUEENS",NA,106,0,NA,NA,FALSE,"45-64","M","BLACK","45-64","M","BLACK"
"4967",2012-06-02,81720,"BROOKLYN",NA,83,0,NA,NA,TRUE,NA,NA,NA,"18-24","M","WHITE HISPANIC"
"4968",2007-08-22,52800,"BROOKLYN",NA,73,0,NA,"MULTI DWELL - PUBLIC HOUS",FALSE,"18-24","M","BLACK","<18","M","BLACK"
"4969",2007-05-30,58980,"BRONX",NA,40,2,NA,"MULTI DWELL - PUBLIC HOUS",FALSE,"18-24","M","BLACK","65+","M","WHITE HISPANIC"
"4970",2014-08-11,9600,"MANHATTAN",NA,26,2,NA,"MULTI DWELL - PUBLIC HOUS",TRUE,"25-44","M","BLACK","45-64","M","BLACK"
"4971",2014-10-31,14400,"QUEENS",NA,110,0,NA,"BAR/NIGHT CLUB",TRUE,NA,NA,NA,"18-24","F","BLACK HISPANIC"
"4972",2015-05-04,81600,"BROOKLYN",NA,81,2,NA,"MULTI DWELL - PUBLIC HOUS",FALSE,NA,NA,NA,"18-24","M","BLACK"
"4973",2008-10-05,3240,"BRONX",NA,42,0,NA,NA,FALSE,NA,"M","BLACK","25-44","F","BLACK HISPANIC"
"4974",2007-02-21,3600,"BROOKLYN",NA,90,2,NA,"MULTI DWELL - PUBLIC HOUS",FALSE,NA,"M","BLACK","25-44","M","BLACK"
"4975",2013-10-03,8280,"BRONX",NA,43,0,NA,NA,FALSE,"25-44","M","BLACK HISPANIC","18-24","M","BLACK"
"4976",2010-11-04,3600,"QUEENS",NA,115,0,NA,NA,FALSE,NA,NA,NA,"18-24","F","WHITE HISPANIC"
"4977",2011-03-26,17940,"BROOKLYN",NA,75,0,NA,"MULTI DWELL - APT BUILD",TRUE,"25-44","M","BLACK","18-24","M","BLACK"
"4978",2014-09-01,84900,"BROOKLYN",NA,78,2,NA,"MULTI DWELL - PUBLIC HOUS",FALSE,NA,NA,NA,"25-44","M","BLACK HISPANIC"
"4979",2020-12-18,73680,"BROOKLYN",NA,88,0,NA,"HOSPITAL",FALSE,NA,NA,NA,"25-44","M","BLACK"
"4980",2010-10-28,45000,"MANHATTAN",NA,24,0,NA,"MULTI DWELL - APT BUILD",FALSE,"45-64","M","BLACK","25-44","M","BLACK"
"4981",2013-09-25,16800,"BRONX",NA,46,2,NA,NA,TRUE,"18-24","M","WHITE HISPANIC","25-44","M","BLACK"
"4982",2010-09-18,81360,"BRONX",NA,44,0,NA,NA,FALSE,NA,NA,NA,"18-24","F","WHITE HISPANIC"
"4983",2015-02-15,42420,"BROOKLYN",NA,94,0,NA,NA,FALSE,"25-44","M","BLACK HISPANIC","25-44","M","BLACK"
"4984",2021-04-23,48300,"BROOKLYN",NA,67,0,NA,NA,FALSE,NA,NA,NA,"18-24","M","BLACK"
"4985",2011-08-06,85680,"BRONX",NA,45,0,NA,NA,FALSE,"45-64","M","WHITE","18-24","M","BLACK"
"4986",2014-11-02,2880,"BROOKLYN",NA,75,0,NA,"GROCERY/BODEGA",FALSE,NA,NA,NA,"18-24","M","BLACK"
"4987",2006-08-01,74820,"STATEN ISLAND",NA,120,0,NA,NA,FALSE,"18-24","M","BLACK","18-24","M","BLACK"
"4988",2007-09-05,15540,"BROOKLYN",NA,63,0,NA,NA,FALSE,NA,"M","BLACK","18-24","M","BLACK"
"4989",2008-10-05,6900,"BRONX",NA,52,0,NA,NA,FALSE,NA,"M","BLACK HISPANIC","<18","M","WHITE HISPANIC"
"4990",2016-07-04,3720,"BROOKLYN",NA,61,0,NA,"RESTAURANT/DINER",FALSE,"18-24","M","BLACK HISPANIC","18-24","M","WHITE HISPANIC"
"4991",2011-09-10,84360,"BRONX",NA,41,0,NA,NA,FALSE,NA,NA,NA,"18-24","F","WHITE"
"4992",2017-11-03,86100,"BRONX",NA,46,0,NA,NA,FALSE,"18-24","M","WHITE HISPANIC","18-24","M","WHITE HISPANIC"
"4993",2007-06-06,86220,"BROOKLYN",NA,73,0,NA,NA,TRUE,"18-24","M","BLACK","18-24","M","BLACK"
"4994",2007-12-31,62640,"BRONX",NA,46,0,NA,NA,FALSE,NA,NA,NA,"<18","F","BLACK"
"4995",2020-06-27,7200,"BRONX",NA,44,0,NA,NA,FALSE,NA,NA,NA,"25-44","M","BLACK"
"4996",2020-07-20,80340,"QUEENS",NA,101,2,NA,"MULTI DWELL - PUBLIC HOUS",FALSE,NA,NA,NA,"25-44","M","BLACK"
"4997",2012-07-29,68100,"BROOKLYN",NA,73,0,NA,NA,FALSE,"18-24","M",NA,"<18","M","BLACK"
"4998",2010-03-25,60,"QUEENS",NA,114,0,NA,"MULTI DWELL - PUBLIC HOUS",TRUE,"18-24","F","WHITE HISPANIC","18-24","M","WHITE HISPANIC"
"4999",2011-03-26,8340,"QUEENS",NA,114,2,NA,"MULTI DWELL - PUBLIC HOUS",FALSE,"18-24","F","BLACK","25-44","F","BLACK"
"5000",2009-04-07,42600,"BRONX",NA,40,0,NA,"MULTI DWELL - APT BUILD",FALSE,"25-44","M","BLACK","25-44","M","BLACK"
"5001",2018-11-02,70080,"BROOKLYN",NA,69,2,NA,"MULTI DWELL - PUBLIC HOUS",TRUE,"18-24","M","BLACK","25-44","M","BLACK HISPANIC"
"5002",2006-08-02,65400,"BROOKLYN",NA,71,0,NA,"MULTI DWELL - APT BUILD",FALSE,"18-24","M","BLACK","25-44","M","BLACK"
"5003",2022-06-09,84900,"MANHATTAN","OUTSIDE",34,0,"STREET","(null)",FALSE,"25-44","M","BLACK HISPANIC","25-44","M","WHITE HISPANIC"
"5004",2019-07-03,240,"QUEENS",NA,114,2,NA,"MULTI DWELL - PUBLIC HOUS",FALSE,"18-24","M","BLACK","18-24","M","BLACK"
"5005",2008-02-19,38940,"QUEENS",NA,106,0,NA,NA,TRUE,NA,NA,NA,"18-24","M","BLACK"
"5006",2008-12-19,1800,"BROOKLYN",NA,69,0,NA,NA,FALSE,"18-24","M","BLACK","18-24","M","BLACK"
"5007",2011-02-13,72600,"BROOKLYN",NA,79,0,NA,NA,FALSE,NA,NA,NA,"18-24","M","BLACK"
"5008",2012-04-22,82200,"BROOKLYN",NA,77,0,NA,"MULTI DWELL - APT BUILD",TRUE,"25-44","M","BLACK","18-24","M","BLACK"
"5009",2010-05-23,66180,"BRONX",NA,40,2,NA,"MULTI DWELL - PUBLIC HOUS",FALSE,"18-24","M","BLACK HISPANIC","18-24","M","BLACK HISPANIC"
"5010",2016-10-15,84600,"BRONX",NA,44,0,NA,NA,FALSE,NA,NA,NA,"18-24","M","WHITE HISPANIC"
"5011",2020-05-26,5880,"BROOKLYN",NA,73,0,NA,"MULTI DWELL - APT BUILD",FALSE,"18-24","M","BLACK","25-44","M","BLACK"
"5012",2020-08-30,5700,"BROOKLYN",NA,88,0,NA,NA,FALSE,NA,NA,NA,"18-24","F","BLACK"
"5013",2008-03-24,62460,"BROOKLYN",NA,77,1,NA,NA,FALSE,"18-24","M","BLACK","<18","M","BLACK"
"5014",2020-11-10,1320,"BRONX",NA,43,2,NA,"MULTI DWELL - PUBLIC HOUS",FALSE,NA,NA,NA,"25-44","M","BLACK"
"5015",2019-11-20,83460,"BRONX",NA,44,0,NA,"COMMERCIAL BLDG",TRUE,NA,NA,NA,"25-44","M","BLACK"
"5016",2011-01-21,63060,"BROOKLYN",NA,67,0,NA,"MULTI DWELL - APT BUILD",FALSE,"18-24","M","BLACK","18-24","M","BLACK"
"5017",2022-11-12,80280,"MANHATTAN","OUTSIDE",10,0,"STREET","(null)",TRUE,"45-64","M","BLACK","25-44","M","BLACK"
"5018",2013-10-01,900,"BROOKLYN",NA,67,0,NA,NA,FALSE,NA,NA,NA,"<18","F","BLACK"
"5019",2019-12-18,84120,"MANHATTAN",NA,32,0,NA,NA,FALSE,"25-44","M","BLACK","25-44","M","BLACK"
"5020",2015-11-25,72780,"BROOKLYN",NA,75,0,NA,NA,FALSE,NA,NA,NA,"18-24","M","BLACK"
"5021",2022-09-22,6600,"MANHATTAN","OUTSIDE",25,0,"STREET","(null)",FALSE,NA,NA,NA,"25-44","M","BLACK"
"5022",2009-07-12,4620,"BROOKLYN",NA,67,0,NA,"PVT HOUSE",TRUE,NA,NA,NA,"25-44","M","BLACK"
"5023",2008-04-05,7860,"QUEENS",NA,114,2,NA,"MULTI DWELL - PUBLIC HOUS",FALSE,"25-44","M","BLACK","18-24","M","BLACK"
"5024",2008-03-04,74040,"BROOKLYN",NA,83,0,NA,"MULTI DWELL - APT BUILD",TRUE,"18-24","M","BLACK","18-24","M","BLACK"
"5025",2019-06-20,68520,"BROOKLYN",NA,77,0,NA,NA,FALSE,"25-44","M","BLACK HISPANIC","25-44","M","BLACK"
"5026",2006-07-01,16200,"BRONX",NA,41,0,NA,"MULTI DWELL - APT BUILD",FALSE,"25-44","M","BLACK HISPANIC","18-24","M","BLACK"
"5027",2012-07-04,85500,"BRONX",NA,52,0,NA,"MULTI DWELL - APT BUILD",FALSE,"<18","M","BLACK","18-24","M","BLACK HISPANIC"
"5028",2018-02-15,7680,"MANHATTAN",NA,23,2,NA,"MULTI DWELL - PUBLIC HOUS",TRUE,NA,NA,NA,"25-44","M","BLACK"
"5029",2015-09-26,20580,"MANHATTAN",NA,5,2,NA,"MULTI DWELL - PUBLIC HOUS",TRUE,"18-24","M","WHITE HISPANIC","18-24","M","ASIAN / PACIFIC ISLANDER"
"5030",2006-11-21,66300,"BROOKLYN",NA,77,0,NA,NA,FALSE,NA,"M","BLACK","18-24","M","BLACK"
"5031",2018-10-04,60300,"BRONX",NA,44,0,NA,"COMMERCIAL BLDG",TRUE,NA,NA,NA,"65+","M","WHITE"
"5032",2009-09-20,15300,"BRONX",NA,41,0,NA,NA,FALSE,NA,NA,NA,"<18","M","WHITE HISPANIC"
"5033",2014-08-20,81420,"BROOKLYN",NA,60,0,NA,"MULTI DWELL - APT BUILD",TRUE,NA,NA,NA,"18-24","M","BLACK"
"5034",2020-01-14,61020,"QUEENS",NA,102,0,NA,NA,FALSE,"18-24","M","BLACK","25-44","M","BLACK"
"5035",2006-02-05,5400,"BRONX",NA,40,0,NA,NA,FALSE,"25-44","M","BLACK","45-64","M","BLACK HISPANIC"
"5036",2021-05-07,3600,"BRONX",NA,42,0,NA,NA,FALSE,NA,NA,NA,"25-44","M","BLACK"
"5037",2006-07-30,4200,"BROOKLYN",NA,88,0,NA,NA,FALSE,"18-24","M","BLACK","18-24","M","BLACK"
"5038",2014-08-10,74880,"BRONX",NA,42,0,NA,NA,FALSE,"18-24","M","BLACK","<18","M","BLACK"
"5039",2006-09-16,46800,"BRONX",NA,48,0,NA,"BAR/NIGHT CLUB",TRUE,"45-64","M","BLACK HISPANIC","25-44","M","BLACK HISPANIC"
"5040",2020-12-11,67680,"BROOKLYN",NA,67,0,NA,NA,FALSE,"25-44","M","BLACK","25-44","M","BLACK"
"5041",2015-08-31,15600,"BROOKLYN",NA,83,0,NA,NA,FALSE,NA,NA,NA,"18-24","M","WHITE HISPANIC"
"5042",2006-12-15,15900,"BRONX",NA,47,0,NA,NA,FALSE,NA,"M","BLACK","18-24","M","BLACK"
"5043",2014-04-19,39600,"QUEENS",NA,102,0,NA,NA,TRUE,"25-44","M","BLACK","25-44","F","BLACK"
"5044",2013-07-05,12000,"QUEENS",NA,101,0,NA,NA,FALSE,NA,NA,NA,"18-24","M","BLACK"
"5045",2010-05-27,43080,"QUEENS",NA,112,0,NA,"RESTAURANT/DINER",FALSE,NA,"M","BLACK HISPANIC","25-44","M","WHITE"
"5046",2006-05-28,5580,"QUEENS",NA,113,0,NA,"PVT HOUSE",FALSE,NA,"M","BLACK","25-44","M","BLACK"
"5047",2008-12-27,66300,"BROOKLYN",NA,63,0,NA,"COMMERCIAL BLDG",TRUE,"25-44","M","BLACK","25-44","M","WHITE"
"5048",2016-08-17,78900,"BRONX",NA,41,0,NA,NA,FALSE,"18-24","M","WHITE HISPANIC","18-24","M","WHITE HISPANIC"
"5049",2011-08-08,82620,"BRONX",NA,49,0,NA,"GROCERY/BODEGA",TRUE,"18-24","M","BLACK","18-24","M","WHITE HISPANIC"
"5050",2020-12-05,73800,"MANHATTAN",NA,32,2,NA,"MULTI DWELL - PUBLIC HOUS",FALSE,NA,NA,NA,"18-24","M","BLACK"
"5051",2011-12-31,13500,"BRONX",NA,47,0,NA,"BAR/NIGHT CLUB",FALSE,"18-24","M","BLACK","18-24","M","BLACK"
"5052",2009-11-02,44640,"BRONX",NA,41,0,NA,NA,FALSE,NA,NA,NA,"<18","M","WHITE HISPANIC"
"5053",2011-07-25,80160,"BRONX",NA,42,0,NA,NA,FALSE,"18-24","M","WHITE HISPANIC","18-24","M","WHITE HISPANIC"
"5054",2011-08-08,1200,"BRONX",NA,48,0,NA,NA,FALSE,NA,NA,NA,"18-24","M","BLACK"
"5055",2021-07-07,58800,"QUEENS",NA,110,0,NA,NA,TRUE,"18-24","M","WHITE","<18","M","WHITE HISPANIC"
"5056",2010-09-25,15900,"BROOKLYN",NA,73,0,NA,NA,FALSE,NA,NA,NA,"25-44","M","BLACK"
"5057",2015-05-14,51780,"BRONX",NA,46,0,NA,NA,FALSE,"25-44","M","WHITE HISPANIC","65+","M","WHITE HISPANIC"
"5058",2015-08-23,6600,"BROOKLYN",NA,75,0,NA,NA,FALSE,NA,NA,NA,"<18","M","BLACK"
"5059",2010-04-15,46740,"BROOKLYN",NA,81,0,NA,NA,TRUE,"25-44","M","BLACK","25-44","M","BLACK"
"5060",2011-12-31,6600,"BRONX",NA,48,0,NA,"MULTI DWELL - APT BUILD",TRUE,"18-24","M","WHITE HISPANIC","18-24","M","WHITE HISPANIC"
"5061",2012-09-23,72900,"BRONX",NA,46,0,NA,"MULTI DWELL - APT BUILD",FALSE,NA,NA,NA,"25-44","M","BLACK"
"5062",2022-12-10,4380,"BROOKLYN","OUTSIDE",81,0,"STREET","(null)",FALSE,NA,NA,NA,"45-64","M","BLACK"
"5063",2014-05-27,8940,"BROOKLYN",NA,72,0,NA,"MULTI DWELL - APT BUILD",TRUE,NA,NA,NA,"18-24","M","BLACK HISPANIC"
"5064",2017-04-02,9000,"BRONX",NA,47,0,NA,NA,TRUE,"45-64","M","BLACK","25-44","F","WHITE HISPANIC"
"5065",2020-08-01,5580,"BRONX",NA,49,2,NA,"MULTI DWELL - PUBLIC HOUS",TRUE,"25-44","M","BLACK","25-44","M","BLACK"
"5066",2011-07-23,480,"BRONX",NA,43,0,NA,NA,FALSE,NA,NA,NA,"18-24","M","BLACK"
"5067",2009-03-07,15120,"BRONX",NA,47,0,NA,NA,FALSE,"18-24","M","BLACK","18-24","M","BLACK"
"5068",2012-07-21,17100,"STATEN ISLAND",NA,120,0,NA,NA,FALSE,NA,NA,NA,"25-44","M","BLACK"
"5069",2011-05-24,74940,"BROOKLYN",NA,70,0,NA,NA,FALSE,NA,NA,NA,"18-24","M","BLACK"
"5070",2011-07-08,5700,"BRONX",NA,40,2,NA,"MULTI DWELL - PUBLIC HOUS",FALSE,NA,NA,NA,"18-24","M","BLACK"
