"","OCCUR_DATE","OCCUR_TIME","BORO","LOC_OF_OCCUR_DESC","PRECINCT","JURISDICTION_CODE","LOC_CLASSFCTN_DESC","LOCATION_DESC","STATISTICAL_MURDER_FLAG","PERP_AGE_GROUP","PERP_SEX","PERP_RACE","VIC_AGE_GROUP","VIC_SEX","VIC_RACE"
"1",2021-08-09,3960,"BRONX",NA,40,0,NA,NA,FALSE,NA,NA,NA,"18-24","M","BLACK"
"2",2018-04-07,71280,"BROOKLYN",NA,79,0,NA,NA,TRUE,"25-44","M","WHITE HISPANIC","25-44","M","BLACK"
"3",2022-12-02,82620,"BRONX","OUTSIDE",47,0,"STREET","GROCERY/BODEGA",FALSE,NA,NA,NA,"25-44","M","BLACK"
"4",2006-11-19,6600,"BROOKLYN",NA,66,0,NA,"PVT HOUSE",TRUE,NA,NA,NA,"18-24","M","BLACK"
"5",2010-05-09,7080,"BRONX",NA,46,0,NA,"MULTI DWELL - APT BUILD",TRUE,"25-44","M","BLACK","<18","F","BLACK"
"6",2012-07-22,77700,"BRONX",NA,42,2,NA,"MULTI DWELL - PUBLIC HOUS",FALSE,"18-24","M","BLACK","18-24","M","BLACK"
"7",2011-07-12,80760,"BROOKLYN",NA,71,0,NA,NA,TRUE,NA,NA,NA,"25-44","M","BLACK"
"8",2012-07-14,85500,"BROOKLYN",NA,69,2,NA,"MULTI DWELL - PUBLIC HOUS",FALSE,NA,NA,NA,"25-44","M","WHITE HISPANIC"
"9",2015-04-21,56160,"BROOKLYN",NA,75,0,NA,"MULTI DWELL - APT BUILD",FALSE,"25-44","M","BLACK","25-44","M","BLACK"
"10",2016-05-07,55380,"BROOKLYN",NA,69,0,NA,NA,FALSE,"18-24","M","BLACK","18-24","M","BLACK"
"11",2006-10-30,1200,"BRONX",NA,40,0,NA,NA,FALSE,"25-44","M","BLACK HISPANIC","<18","M","BLACK HISPANIC"
"12",2010-01-10,7680,"BRONX",NA,42,2,NA,"MULTI DWELL - PUBLIC HOUS",FALSE,NA,"M","BLACK","18-24","M","BLACK"
"13",2009-05-06,80400,"BROOKLYN",NA,71,0,NA,NA,FALSE,"18-24","M","BLACK","18-24","M","BLACK"
"14",2011-06-24,16560,"BRONX",NA,47,0,NA,NA,TRUE,"18-24","M","BLACK","25-44","M","BLACK"
"15",2018-09-17,60480,"BROOKLYN",NA,76,2,NA,"MULTI DWELL - PUBLIC HOUS",TRUE,NA,NA,NA,"25-44","M","BLACK"
"16",2008-02-05,73800,"MANHATTAN",NA,34,0,NA,"MULTI DWELL - APT BUILD",TRUE,"18-24","M","BLACK","18-24","M","WHITE HISPANIC"
"17",2016-07-05,72900,"BRONX",NA,41,0,NA,NA,FALSE,"18-24","M","WHITE HISPANIC","25-44","M","BLACK"
"18",2011-05-18,72060,"BROOKLYN",NA,70,0,NA,NA,FALSE,NA,NA,NA,"25-44","M","BLACK"
"19",2015-09-12,14700,"BROOKLYN",NA,76,2,NA,"MULTI DWELL - PUBLIC HOUS",FALSE,NA,NA,NA,"25-44","M","BLACK"
"20",2022-02-08,72120,"BROOKLYN","OUTSIDE",69,0,"STREET","(null)",FALSE,"25-44","M","BLACK","25-44","M","BLACK"
"21",2014-05-05,70080,"QUEENS",NA,113,0,NA,NA,TRUE,"25-44","M","BLACK","18-24","M","BLACK"
"22",2013-04-13,59280,"BRONX",NA,46,0,NA,NA,FALSE,NA,NA,NA,"25-44","M","BLACK"
"23",2007-07-29,14760,"BRONX",NA,52,0,NA,NA,FALSE,"18-24","M","BLACK","18-24","M","WHITE HISPANIC"
"24",2006-10-07,2700,"BROOKLYN",NA,71,0,NA,NA,FALSE,NA,"M","BLACK","18-24","M","WHITE HISPANIC"
"25",2021-01-31,59700,"BROOKLYN",NA,77,0,NA,NA,FALSE,NA,NA,NA,"25-44","M","BLACK HISPANIC"
"26",2006-10-25,78900,"QUEENS",NA,113,0,NA,NA,FALSE,NA,NA,NA,"25-44","M","BLACK"
"27",2006-07-07,76500,"BRONX",NA,43,2,NA,"MULTI DWELL - PUBLIC HOUS",FALSE,NA,"M",NA,"<18","M","BLACK"
"28",2021-03-07,22500,"BROOKLYN",NA,75,0,NA,NA,FALSE,"25-44","M","BLACK HISPANIC","25-44","F","WHITE HISPANIC"
"29",2006-11-30,7020,"QUEENS",NA,103,0,NA,NA,FALSE,NA,"M",NA,"18-24","F","BLACK"
"30",2021-02-12,18900,"BRONX",NA,43,0,NA,NA,FALSE,"25-44","M","BLACK HISPANIC","25-44","M","BLACK"
"31",2006-10-31,5040,"BRONX",NA,40,0,NA,NA,FALSE,"25-44","M","BLACK","18-24","M","BLACK"
"32",2006-10-30,82440,"BROOKLYN",NA,73,0,NA,NA,FALSE,NA,NA,NA,"<18","M","BLACK"
"33",2006-11-25,15240,"QUEENS",NA,103,0,NA,NA,TRUE,NA,NA,NA,"18-24","M","BLACK"
"34",2020-08-29,9600,"BRONX",NA,40,2,NA,"MULTI DWELL - PUBLIC HOUS",FALSE,"25-44","M","BLACK HISPANIC","25-44","M","WHITE HISPANIC"
"35",2021-02-06,70200,"BRONX",NA,45,0,NA,NA,TRUE,"25-44","M","WHITE HISPANIC","18-24","M","BLACK"
"36",2020-07-01,9300,"BRONX",NA,40,2,NA,"MULTI DWELL - PUBLIC HOUS",FALSE,"18-24","M","BLACK","25-44","F","BLACK"
"37",2011-11-21,58200,"BRONX",NA,50,0,NA,NA,TRUE,"<18","M","BLACK","18-24","M","BLACK"
"38",2007-12-08,25920,"QUEENS",NA,113,0,NA,"PVT HOUSE",TRUE,"18-24","M","BLACK","18-24","F","BLACK"
"39",2008-12-27,14760,"BROOKLYN",NA,73,0,NA,"BAR/NIGHT CLUB",TRUE,"25-44","M","BLACK","18-24","M","BLACK"
"40",2006-11-20,83220,"QUEENS",NA,113,0,NA,NA,FALSE,NA,"M","BLACK","25-44","M","BLACK"
"41",2010-05-22,8940,"QUEENS",NA,113,0,NA,"MULTI DWELL - APT BUILD",FALSE,"18-24","M","BLACK","18-24","M","BLACK"
"42",2006-12-05,33180,"BRONX",NA,43,0,NA,"GROCERY/BODEGA",FALSE,NA,NA,NA,"25-44","M","BLACK"
"43",2021-08-15,82500,"QUEENS",NA,113,0,NA,NA,FALSE,NA,NA,NA,"18-24","M","BLACK"
"44",2006-11-11,53760,"BROOKLYN",NA,77,0,NA,"BAR/NIGHT CLUB",FALSE,NA,"M","BLACK","18-24","M","BLACK"
"45",2010-10-05,57840,"BROOKLYN",NA,67,0,NA,"COMMERCIAL BLDG",FALSE,"18-24","M","BLACK","18-24","M","BLACK"
"46",2011-08-01,7800,"BROOKLYN",NA,79,0,NA,NA,FALSE,"18-24","M","BLACK","18-24","M","BLACK"
"47",2021-08-16,1560,"BROOKLYN",NA,81,2,NA,"MULTI DWELL - PUBLIC HOUS",FALSE,NA,NA,NA,"18-24","F","BLACK"
"48",2010-04-11,14880,"BRONX",NA,42,0,NA,NA,FALSE,NA,"M","BLACK","18-24","M","BLACK"
"49",2020-01-29,73800,"BROOKLYN",NA,75,0,NA,NA,FALSE,"25-44","M","WHITE HISPANIC","25-44","M","BLACK"
"50",2020-07-14,75480,"MANHATTAN",NA,24,0,NA,NA,TRUE,NA,NA,NA,"18-24","M","WHITE HISPANIC"
"51",2009-08-28,48000,"BROOKLYN",NA,79,2,NA,"MULTI DWELL - PUBLIC HOUS",FALSE,NA,"M","BLACK","18-24","M","WHITE HISPANIC"
"52",2019-12-30,11820,"BROOKLYN",NA,81,0,NA,NA,FALSE,NA,NA,NA,"45-64","M","BLACK HISPANIC"
"53",2008-12-26,17100,"BROOKLYN",NA,76,0,NA,NA,FALSE,NA,"M","BLACK","<18","M","BLACK"
"54",2010-07-07,59880,"BRONX",NA,41,0,NA,"FAST FOOD",FALSE,NA,NA,NA,"18-24","M","BLACK"
"55",2023-04-01,59700,"BROOKLYN","OUTSIDE",69,0,"STREET","(null)",FALSE,NA,NA,NA,"25-44","M","BLACK"
"56",2022-08-30,600,"BROOKLYN","OUTSIDE",84,0,"STREET","(null)",FALSE,NA,NA,NA,"25-44","F","BLACK"
"57",2023-06-19,79500,"MANHATTAN","OUTSIDE",33,0,"OTHER","(null)",FALSE,NA,NA,NA,"25-44","F","BLACK"
"58",2023-06-19,67800,"STATEN ISLAND","OUTSIDE",120,0,"STREET","(null)",FALSE,"<18","M","BLACK","18-24","F","WHITE HISPANIC"
"59",2023-08-19,49380,"MANHATTAN","OUTSIDE",5,0,"PLAYGROUND","(null)",FALSE,"25-44","M","BLACK","25-44","M","WHITE HISPANIC"
"60",2023-12-05,85200,"MANHATTAN","OUTSIDE",23,0,"STREET","(null)",FALSE,"18-24","M","BLACK","18-24","M","BLACK"
"61",2023-10-28,52800,"BRONX","OUTSIDE",52,0,"STREET","(null)",FALSE,NA,NA,NA,"18-24","M","BLACK HISPANIC"
"62",2023-07-23,1620,"QUEENS","OUTSIDE",115,0,"STREET","(null)",FALSE,"45-64","M","BLACK","25-44","M","BLACK"
"63",2023-10-12,11580,"MANHATTAN","OUTSIDE",24,0,"STREET","(null)",FALSE,"25-44","F","BLACK HISPANIC","25-44","M","BLACK"
"64",2023-02-10,52140,"BRONX","OUTSIDE",48,0,"STREET","FAST FOOD",FALSE,"45-64","M","WHITE HISPANIC","25-44","M","BLACK"
"65",2023-11-28,63900,"BROOKLYN","OUTSIDE",81,1,"TRANSIT","(null)",FALSE,"18-24","M","WHITE HISPANIC","45-64","M","ASIAN / PACIFIC ISLANDER"
"66",2023-05-17,23280,"BRONX","OUTSIDE",50,0,"STREET","(null)",TRUE,"25-44","M","BLACK","25-44","M","BLACK HISPANIC"
"67",2023-08-12,9780,"BROOKLYN","INSIDE",79,2,"HOUSING","MULTI DWELL - PUBLIC HOUS",TRUE,"25-44","M","BLACK","25-44","M","BLACK"
"68",2023-07-04,4200,"BROOKLYN","INSIDE",77,0,"STREET","(null)",FALSE,NA,NA,NA,"25-44","M","BLACK"
"69",2023-04-07,55800,"BRONX","INSIDE",47,0,"OTHER","HOSPITAL",FALSE,NA,NA,NA,"25-44","M","BLACK"
"70",2023-02-05,5640,"BROOKLYN","OUTSIDE",67,0,"STREET","(null)",FALSE,NA,NA,NA,"25-44","M","BLACK"
"71",2023-08-22,71460,"QUEENS","OUTSIDE",113,0,"COMMERCIAL","BEAUTY/NAIL SALON",FALSE,"18-24","M","ASIAN / PACIFIC ISLANDER","25-44","M","BLACK"
"72",2023-12-26,84660,"BRONX","OUTSIDE",46,0,"STREET","(null)",FALSE,"45-64","M","WHITE HISPANIC","45-64","M","WHITE"
"73",2023-04-25,65700,"BRONX","OUTSIDE",40,0,"STREET","(null)",FALSE,"25-44","M","WHITE HISPANIC","25-44","M","WHITE HISPANIC"
"74",2023-06-27,44820,"BRONX","INSIDE",41,0,"DWELLING","MULTI DWELL - APT BUILD",FALSE,"25-44","M","BLACK","45-64","M","BLACK"
"75",2023-02-14,42840,"BROOKLYN","OUTSIDE",75,0,"HOUSING","MULTI DWELL - PUBLIC HOUS",FALSE,NA,NA,NA,"45-64","M","BLACK"
"76",2023-10-10,9720,"QUEENS","INSIDE",114,0,"DWELLING","MULTI DWELL - APT BUILD",FALSE,"25-44","M","WHITE","25-44","M","WHITE"
"77",2023-02-01,68400,"BROOKLYN","OUTSIDE",75,0,"COMMERCIAL","COMMERCIAL BLDG",FALSE,NA,NA,NA,"25-44","M","BLACK"
"78",2023-11-20,72960,"BROOKLYN","OUTSIDE",66,0,"STREET","(null)",FALSE,NA,NA,NA,"18-24","M","WHITE HISPANIC"
"79",2023-09-14,45000,"BRONX","OUTSIDE",40,0,"STREET","(null)",FALSE,"18-24","M","BLACK","65+","F","WHITE HISPANIC"
"80",2023-08-12,73080,"BRONX","OUTSIDE",46,0,"STREET","(null)",FALSE,"<18","M","BLACK HISPANIC","<18","M","BLACK"
"81",2023-01-01,24420,"BRONX","OUTSIDE",40,0,"STREET","(null)",FALSE,"18-24","M","BLACK","<18","M","BLACK"
"82",2023-08-03,70140,"BROOKLYN","INSIDE",67,0,"COMMERCIAL","GROCERY/BODEGA",FALSE,"18-24","M","BLACK","18-24","M","BLACK"
"83",2023-07-28,3000,"MANHATTAN","OUTSIDE",32,2,"HOUSING","MULTI DWELL - PUBLIC HOUS",FALSE,NA,NA,NA,"18-24","M","BLACK"
"84",2023-04-26,1860,"BROOKLYN","OUTSIDE",75,0,"DWELLING","(null)",TRUE,"25-44","M","BLACK","25-44","M","BLACK"
"85",2023-10-12,11580,"MANHATTAN","OUTSIDE",24,0,"STREET","(null)",FALSE,"25-44","M","BLACK","25-44","M","BLACK"
"86",2023-04-17,64320,"BROOKLYN","OUTSIDE",67,0,"COMMERCIAL","GROCERY/BODEGA",FALSE,"25-44","M","BLACK","25-44","M","BLACK"
"87",2023-11-19,68640,"BRONX","OUTSIDE",46,0,"STREET","(null)",TRUE,NA,NA,NA,"25-44","M","BLACK"
"88",2023-10-18,33000,"BROOKLYN","OUTSIDE",79,0,"STREET","(null)",FALSE,NA,NA,NA,"18-24","M","BLACK"
"89",2023-05-11,2460,"BROOKLYN","INSIDE",77,0,"DWELLING","(null)",TRUE,NA,NA,NA,"25-44","M","BLACK"
"90",2023-03-19,85680,"BRONX","INSIDE",47,0,"COMMERCIAL","GROCERY/BODEGA",TRUE,"18-24","M","BLACK","25-44","M","BLACK"
"91",2023-08-20,65700,"BROOKLYN","OUTSIDE",60,0,"STREET","(null)",FALSE,NA,NA,NA,"25-44","M","BLACK"
"92",2023-01-05,75900,"BROOKLYN","OUTSIDE",61,0,"COMMERCIAL","LIQUOR STORE",TRUE,"45-64","M","WHITE","25-44","M","WHITE"
"93",2023-08-22,60660,"BRONX","OUTSIDE",47,0,"COMMERCIAL","CHAIN STORE",FALSE,"18-24","M","BLACK","25-44","M","WHITE HISPANIC"
"94",2023-07-10,360,"MANHATTAN","OUTSIDE",5,0,"HOUSING","MULTI DWELL - PUBLIC HOUS",FALSE,"18-24","M","WHITE HISPANIC","18-24","F","WHITE HISPANIC"
"95",2023-03-07,51480,"BROOKLYN","INSIDE",72,0,"COMMERCIAL","GROCERY/BODEGA",FALSE,"<18","M","BLACK","18-24","M","BLACK"
"96",2023-07-24,9600,"BRONX","INSIDE",46,0,"COMMERCIAL","BAR/NIGHT CLUB",TRUE,"25-44","M","WHITE HISPANIC","18-24","M","BLACK HISPANIC"
"97",2023-05-09,77880,"MANHATTAN","OUTSIDE",23,2,"HOUSING","MULTI DWELL - PUBLIC HOUS",FALSE,"18-24","M","BLACK","18-24","M","BLACK"
"98",2023-10-31,62820,"BROOKLYN","OUTSIDE",75,0,"STREET","(null)",FALSE,"18-24","M","BLACK","25-44","M","BLACK"
"99",2023-02-15,78900,"MANHATTAN","OUTSIDE",33,0,"STREET","(null)",TRUE,"45-64","M","BLACK","25-44","M","ASIAN / PACIFIC ISLANDER"
"100",2023-01-21,2160,"MANHATTAN","OUTSIDE",32,0,"STREET","(null)",FALSE,"25-44","M","BLACK","25-44","M","BLACK"
"101",2023-10-16,29640,"BROOKLYN","INSIDE",71,0,"DWELLING","MULTI DWELL - APT BUILD",FALSE,"25-44","M","BLACK","25-44","F","BLACK"
"102",2023-11-26,5460,"BROOKLYN","OUTSIDE",79,2,"HOUSING","MULTI DWELL - PUBLIC HOUS",FALSE,NA,NA,NA,"18-24","M","WHITE HISPANIC"
"103",2023-08-31,57420,"BRONX","OUTSIDE",44,0,"STREET","(null)",FALSE,NA,NA,NA,"25-44","M","BLACK"
"104",2023-07-30,5400,"MANHATTAN","OUTSIDE",7,0,"STREET","(null)",FALSE,"<18","M","BLACK","18-24","M","BLACK"
"105",2023-11-23,85380,"MANHATTAN","OUTSIDE",32,0,"STREET","(null)",TRUE,"45-64","M","BLACK","45-64","M","BLACK"
"106",2023-05-19,50160,"QUEENS","OUTSIDE",105,0,"COMMERCIAL","(null)",FALSE,"45-64","M","WHITE HISPANIC","45-64","M","WHITE"
"107",2023-11-04,83400,"BRONX","INSIDE",42,0,"DWELLING","MULTI DWELL - APT BUILD",TRUE,NA,NA,NA,"25-44","M","WHITE HISPANIC"
"108",2023-05-01,66240,"BROOKLYN","OUTSIDE",75,0,"STREET","(null)",FALSE,"45-64","M","BLACK","25-44","M","BLACK"
"109",2023-07-01,67320,"MANHATTAN","INSIDE",30,0,"PLAYGROUND","(null)",TRUE,"25-44","M","WHITE HISPANIC","<18","M","BLACK HISPANIC"
"110",2023-10-09,47160,"QUEENS","OUTSIDE",113,0,"STREET","PVT HOUSE",FALSE,"<18","M","BLACK","<18","M","BLACK"
"111",2023-07-29,16140,"STATEN ISLAND","OUTSIDE",120,0,"STREET","(null)",TRUE,NA,NA,NA,"25-44","M","BLACK"
"112",2023-06-18,54900,"BRONX","INSIDE",40,2,"HOUSING","MULTI DWELL - PUBLIC HOUS",FALSE,"18-24","M","BLACK","25-44","M","WHITE HISPANIC"
"113",2023-04-04,80700,"BRONX","OUTSIDE",48,0,"STREET","(null)",FALSE,"25-44","M","WHITE HISPANIC","<18","M","BLACK"
"114",2023-02-07,80700,"BRONX","OUTSIDE",46,0,"STREET","FAST FOOD",FALSE,"18-24","M","WHITE HISPANIC","18-24","M","WHITE HISPANIC"
"115",2023-10-25,75000,"BROOKLYN","OUTSIDE",75,0,"STREET","(null)",FALSE,"<18","M","BLACK","25-44","M","WHITE HISPANIC"
"116",2023-10-15,19800,"MANHATTAN","INSIDE",14,0,"COMMERCIAL","(null)",TRUE,NA,NA,NA,"25-44","M","BLACK"
"117",2023-02-18,75900,"BROOKLYN","OUTSIDE",71,0,"STREET","(null)",FALSE,"18-24","M","BLACK","18-24","F","BLACK"
"118",2023-06-08,11100,"BRONX","OUTSIDE",41,0,"STREET","(null)",FALSE,"25-44","M","WHITE HISPANIC","25-44","M","BLACK"
"119",2023-11-26,8400,"BRONX","OUTSIDE",40,0,"STREET","(null)",FALSE,"45-64","M","BLACK","25-44","M","BLACK"
"120",2023-03-03,1380,"MANHATTAN","OUTSIDE",9,2,"HOUSING","MULTI DWELL - PUBLIC HOUS",FALSE,"25-44","M","WHITE HISPANIC","18-24","M","BLACK"
"121",2023-08-25,68340,"BRONX","OUTSIDE",40,0,"STREET","(null)",FALSE,"18-24","M","BLACK","25-44","M","BLACK"
"122",2023-10-29,81540,"BROOKLYN","INSIDE",67,0,"DWELLING","(null)",TRUE,"45-64","M","BLACK","25-44","M","BLACK"
"123",2023-05-22,4860,"BRONX","OUTSIDE",44,0,"STREET","(null)",FALSE,NA,NA,NA,"18-24","M","BLACK HISPANIC"
"124",2023-10-26,55320,"BRONX","OUTSIDE",40,2,"HOUSING","MULTI DWELL - PUBLIC HOUS",FALSE,"25-44","M","WHITE HISPANIC","45-64","M","BLACK"
"125",2023-04-24,8160,"BROOKLYN","OUTSIDE",75,0,"STREET","(null)",TRUE,NA,NA,NA,"25-44","M","WHITE HISPANIC"
"126",2023-11-17,72000,"BROOKLYN","OUTSIDE",71,0,"STREET","(null)",FALSE,NA,NA,NA,"25-44","M","BLACK"
"127",2023-03-06,60240,"BROOKLYN","OUTSIDE",75,0,"STREET","(null)",FALSE,"<18","M","BLACK HISPANIC","45-64","M","BLACK HISPANIC"
"128",2023-09-14,70860,"BRONX","OUTSIDE",44,0,"STREET","(null)",FALSE,NA,NA,NA,"25-44","M","BLACK"
"129",2023-05-13,2340,"BRONX","OUTSIDE",46,0,"STREET","(null)",FALSE,"25-44","M","BLACK","25-44","F","BLACK"
"130",2023-06-26,43620,"BROOKLYN","OUTSIDE",72,0,"STREET","(null)",FALSE,"25-44","M","WHITE HISPANIC","45-64","M","BLACK HISPANIC"
"131",2023-05-06,15960,"BROOKLYN","OUTSIDE",75,0,"OTHER","(null)",FALSE,NA,NA,NA,"25-44","M","BLACK"
"132",2023-04-14,7320,"BRONX","OUTSIDE",46,0,"STREET","(null)",FALSE,"<18","M","WHITE HISPANIC","18-24","M","BLACK HISPANIC"
"133",2023-01-13,79920,"MANHATTAN","OUTSIDE",23,2,"HOUSING","MULTI DWELL - PUBLIC HOUS",TRUE,NA,NA,NA,"25-44","M","BLACK"
"134",2023-07-05,8460,"BRONX","OUTSIDE",46,0,"STREET","(null)",FALSE,"18-24","M","BLACK HISPANIC","18-24","M","BLACK"
"135",2023-01-06,82620,"BROOKLYN","OUTSIDE",63,2,"HOUSING","MULTI DWELL - PUBLIC HOUS",FALSE,"18-24","M","BLACK HISPANIC","18-24","M","BLACK"
"136",2023-04-16,53580,"BRONX","OUTSIDE",52,0,"STREET","(null)",FALSE,"25-44","M","BLACK HISPANIC","25-44","M","WHITE HISPANIC"
"137",2023-12-09,78300,"BROOKLYN","OUTSIDE",70,0,"STREET","(null)",FALSE,NA,NA,NA,"25-44","M","WHITE"
"138",2023-07-26,43620,"BROOKLYN","OUTSIDE",78,0,"STREET","(null)",FALSE,NA,NA,NA,"25-44","M","BLACK"
"139",2023-07-14,57000,"BRONX","OUTSIDE",44,0,"STREET","(null)",TRUE,"25-44","M","BLACK","25-44","M","BLACK"
"140",2023-03-21,79260,"BRONX","OUTSIDE",41,0,"STREET","(null)",FALSE,NA,NA,NA,"25-44","M","BLACK"
"141",2023-12-17,23400,"BRONX","OUTSIDE",48,0,"STREET","(null)",FALSE,NA,NA,NA,"25-44","M","WHITE HISPANIC"
"142",2023-01-20,80700,"MANHATTAN","INSIDE",5,2,"HOUSING","MULTI DWELL - PUBLIC HOUS",FALSE,"25-44","M","BLACK","45-64","F","WHITE HISPANIC"
"143",2023-01-17,54000,"BROOKLYN","OUTSIDE",69,0,"STREET","(null)",TRUE,"25-44","M","BLACK","25-44","M","BLACK"
"144",2023-01-13,54780,"BRONX","INSIDE",42,0,"STREET","(null)",FALSE,NA,NA,NA,"18-24","M","BLACK HISPANIC"
"145",2023-12-11,76680,"BROOKLYN","OUTSIDE",76,0,"HOUSING","MULTI DWELL - PUBLIC HOUS",FALSE,NA,NA,NA,"25-44","M","BLACK"
"146",2023-02-18,76200,"MANHATTAN","OUTSIDE",23,0,"STREET","MULTI DWELL - APT BUILD",FALSE,"25-44","M","WHITE HISPANIC","25-44","M","BLACK"
"147",2023-02-04,68100,"BROOKLYN","OUTSIDE",75,0,"STREET","MULTI DWELL - APT BUILD",TRUE,"25-44","M","BLACK","25-44","M","ASIAN / PACIFIC ISLANDER"
"148",2023-03-22,84360,"BRONX","OUTSIDE",44,0,"STREET","(null)",FALSE,NA,NA,NA,"18-24","M","WHITE HISPANIC"
"149",2023-03-23,67320,"BROOKLYN","OUTSIDE",73,0,"STREET","(null)",FALSE,NA,NA,NA,"18-24","M","BLACK"
"150",2023-12-03,64800,"MANHATTAN","INSIDE",32,0,"COMMERCIAL","(null)",TRUE,"25-44","M","BLACK","25-44","M","BLACK"
"151",2023-05-23,68940,"MANHATTAN","OUTSIDE",33,0,"STREET","GROCERY/BODEGA",TRUE,"18-24","M","BLACK HISPANIC","65+","M","ASIAN / PACIFIC ISLANDER"
"152",2023-07-26,1140,"MANHATTAN","OUTSIDE",24,0,"STREET","(null)",FALSE,"18-24","M","BLACK","25-44","M","WHITE HISPANIC"
"153",2023-05-27,77100,"BROOKLYN","INSIDE",75,0,"DWELLING","MULTI DWELL - APT BUILD",FALSE,"18-24","M","BLACK HISPANIC","25-44","F","BLACK"
"154",2023-12-26,85380,"QUEENS","OUTSIDE",106,0,"STREET","(null)",TRUE,NA,NA,NA,"25-44","F","BLACK HISPANIC"
"155",2023-06-01,72240,"BRONX","OUTSIDE",41,0,"STREET","GROCERY/BODEGA",FALSE,"18-24","M","BLACK","25-44","M","WHITE HISPANIC"
"156",2023-06-23,58380,"BROOKLYN","OUTSIDE",68,0,"STREET","(null)",FALSE,"18-24","M","BLACK","25-44","M","BLACK"
"157",2023-08-20,70980,"BRONX","OUTSIDE",47,0,"STREET","(null)",FALSE,NA,NA,NA,"45-64","F","BLACK"
"158",2023-09-03,14820,"BROOKLYN","OUTSIDE",83,0,"STREET","(null)",TRUE,"<18","M","WHITE HISPANIC","25-44","M","WHITE HISPANIC"
"159",2023-09-19,5340,"MANHATTAN","OUTSIDE",24,0,"STREET","MULTI DWELL - APT BUILD",FALSE,"25-44","M","BLACK","25-44","M","BLACK"
"160",2023-01-21,14400,"QUEENS","OUTSIDE",110,0,"STREET","BAR/NIGHT CLUB",TRUE,NA,NA,NA,"18-24","M","BLACK"
"161",2023-03-21,2400,"BRONX","OUTSIDE",41,0,"STREET","(null)",FALSE,"18-24","M","WHITE HISPANIC","25-44","M","BLACK"
"162",2023-05-29,81600,"BRONX","INSIDE",42,0,"DWELLING","MULTI DWELL - APT BUILD",TRUE,"18-24","M","WHITE HISPANIC","25-44","M","BLACK"
"163",2023-10-31,3360,"QUEENS","INSIDE",107,0,"DWELLING","MULTI DWELL - APT BUILD",FALSE,NA,NA,NA,"25-44","M","BLACK"
"164",2023-06-17,79080,"MANHATTAN","OUTSIDE",32,0,"STREET","(null)",FALSE,NA,NA,NA,"25-44","M","BLACK"
"165",2023-09-09,44220,"BROOKLYN","OUTSIDE",79,0,"STREET","(null)",FALSE,"45-64","M","BLACK","25-44","F","BLACK"
"166",2023-08-06,73800,"MANHATTAN","OUTSIDE",33,0,"STREET","(null)",FALSE,NA,NA,NA,"25-44","M","BLACK HISPANIC"
"167",2023-09-12,61380,"BRONX","OUTSIDE",40,0,"STREET","MULTI DWELL - APT BUILD",FALSE,"18-24","M","BLACK","<18","M","BLACK"
"168",2023-10-20,82200,"QUEENS","OUTSIDE",110,0,"STREET","(null)",FALSE,"25-44","M","ASIAN / PACIFIC ISLANDER","25-44","M","ASIAN / PACIFIC ISLANDER"
"169",2023-09-04,79200,"BRONX","OUTSIDE",42,0,"STREET","(null)",FALSE,NA,NA,NA,"<18","M","WHITE HISPANIC"
"170",2023-07-11,64020,"BRONX","OUTSIDE",52,0,"STREET","(null)",FALSE,"18-24","M","WHITE HISPANIC","18-24","M","BLACK HISPANIC"
"171",2023-09-10,19320,"BROOKLYN","OUTSIDE",79,0,"STREET","(null)",FALSE,NA,NA,NA,"18-24","M","BLACK"
"172",2023-06-25,75900,"QUEENS","OUTSIDE",100,1,"TRANSIT","(null)",FALSE,NA,NA,NA,"25-44","M","WHITE HISPANIC"
"173",2023-12-11,41400,"BRONX","INSIDE",47,0,"COMMERCIAL","GROCERY/BODEGA",FALSE,NA,NA,NA,"18-24","M","BLACK"
"174",2023-10-03,79080,"BRONX","OUTSIDE",46,0,"STREET","(null)",FALSE,"18-24","M","BLACK","18-24","M","BLACK"
"175",2023-09-10,22740,"BRONX","OUTSIDE",46,0,"STREET","(null)",FALSE,NA,NA,NA,"18-24","M","BLACK HISPANIC"
"176",2023-07-23,81720,"BRONX","OUTSIDE",50,0,"STREET","(null)",FALSE,"25-44","M","BLACK HISPANIC","25-44","M","BLACK HISPANIC"
"177",2023-07-02,78000,"BRONX","OUTSIDE",46,0,"STREET","(null)",FALSE,NA,NA,NA,"25-44","F","BLACK HISPANIC"
"178",2023-10-23,82680,"BROOKLYN","INSIDE",77,0,"DWELLING","MULTI DWELL - APT BUILD",TRUE,NA,NA,NA,"25-44","M","BLACK"
"179",2023-06-03,74700,"BROOKLYN","OUTSIDE",79,0,"STREET","(null)",FALSE,NA,NA,NA,"18-24","F","BLACK"
"180",2023-06-16,66360,"QUEENS","INSIDE",105,0,"STREET","PVT HOUSE",FALSE,NA,NA,NA,"25-44","M","ASIAN / PACIFIC ISLANDER"
"181",2023-07-30,75900,"MANHATTAN","OUTSIDE",25,0,"PLAYGROUND","(null)",FALSE,NA,NA,NA,"<18","M","BLACK"
"182",2023-08-21,45840,"MANHATTAN","OUTSIDE",28,0,"HOUSING","MULTI DWELL - PUBLIC HOUS",FALSE,NA,NA,NA,"18-24","M","BLACK"
