STATION,DATE,AWND,PRCP,TMAX,TMIN,WDF5,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT21
USW00012918,6/29/2006,3.8,0,91,72,120,14.1,,,,,,,,,,,,,,,,,,
USW00012918,6/30/2006,4.25,0.05,89,72,150,21.9,,,,,,,,1,,,,,,,1,,,
USW00012918,7/1/2006,2.46,0.07,87,73,150,17.9,1,,1,,,,,1,,,,,,,1,,,
USW00012918,7/2/2006,4.47,0.02,85,73,170,17,1,,,,,,,,,,,,,,1,,,
USW00012918,7/3/2006,4.25,0.1,80,73,160,14.1,1,,,,,,,,,,,,,,1,,,
USW00012918,7/4/2006,4.7,0.37,85,73,160,30,1,,1,,,,,1,,,,1,,,1,,,
USW00012918,7/5/2006,5.82,0.66,85,74,160,16.1,1,,1,,,,,,,,,1,,,1,,,
USW00012918,7/6/2006,4.47,0.11,87,74,210,17.9,1,,1,,,,,1,,,,1,,,1,,,
USW00012918,7/7/2006,6.04,0,89,76,50,15,,,,,,,,,,,,,,,1,,,
USW00012918,7/8/2006,4.25,0.34,89,77,60,19.9,1,,1,,,,,1,,,,1,,,1,,,
USW00012918,7/9/2006,3.58,0.22,87,75,130,21.9,,,1,,,,,,,,,,,,1,,,
USW00012918,7/10/2006,7.38,0,91,76,200,19.9,,,,,,,,,,,,,,,,,,
USW00012918,7/11/2006,7.83,0,92,76,180,19.9,,,,,,,,,,,,,,,,,,
USW00012918,7/12/2006,6.49,0,92,75,160,17.9,,,,,,,,,,,,,,,,,,
USW00012918,7/13/2006,4.92,0.45,92,76,190,23,1,,1,,,,,1,,,,1,,,1,,,
USW00012918,7/14/2006,4.47,0.07,91,76,180,23.9,1,,1,,,,,,,,,,,,1,,,
USW00012918,7/15/2006,2.24,0,94,75,180,14.1,,,,,,,,,,,,,,,,,,
USW00012918,7/16/2006,4.03,0,96,77,190,14.1,,,,,,,,,,,,,,,,,,
USW00012918,7/17/2006,5.59,0,96,77,160,17,,,,,,,,,,,,,,,,,,
USW00012918,7/18/2006,4.92,0.47,87,74,160,31.1,1,,1,,,,,1,,,,1,,,1,,,
USW00012918,7/19/2006,4.47,0,93,75,170,15,,,,,,,,1,,,,,,,,,,
USW00012918,7/20/2006,4.47,0,91,75,160,19.9,,,1,,,,,,,,,,,,,,,
USW00012918,7/21/2006,4.47,0,93,76,160,14.1,,,,,,,,,,,,,,,,,,
USW00012918,7/22/2006,4.25,1.01,95,73,100,53.9,,,1,,,,,1,,,,,,,1,,,
USW00012918,7/23/2006,3.58,0.02,92,73,310,17,,,1,,,,,,,,,,,,1,,,
USW00012918,7/24/2006,6.71,0,88,76,210,23,1,,1,,,,,1,,,,1,,,,,,
USW00012918,7/25/2006,4.7,1,84,74,150,30,1,,1,,,,,1,,,,1,,,1,,,
USW00012918,7/26/2006,7.61,2.8,78,75,200,23.9,1,1,,,,,,,,,,1,,,1,,,
USW00012918,7/27/2006,8.5,0,89,77,170,21.9,,,,,,,,,,,,,,,1,,,
USW00012918,7/28/2006,6.71,0,92,77,180,21,,,,,,,,,,,,,,,,,,
USW00012918,7/29/2006,5.82,0,92,77,130,17.9,,,,,,,,,,,,,,,,,,
USW00012918,7/30/2006,4.7,0,92,77,180,17.9,,,,,,,,,,,,,,,,,,
USW00012918,7/31/2006,6.26,0.05,91,78,170,21.9,,,1,,,,,1,,,,,,,1,,,
USW00012918,8/1/2006,6.71,0.01,91,77,150,23,,,1,,,,,,,,,,,,1,,,
USW00012918,8/2/2006,5.59,0,92,77,170,19.9,,,,,,,,,,,,,,,,,,
USW00012918,8/3/2006,4.7,0.13,92,75,160,17,,,,,,,,1,,,,,,,1,,,
USW00012918,8/4/2006,3.36,0,94,76,100,17.9,,,,,,,,,,,,,,,,,,
USW00012918,8/5/2006,2.68,0,93,77,130,16.1,,,1,,,,,,,,,,,,,,,
USW00012918,8/6/2006,5.37,0.01,89,78,160,23,1,,1,,,,,,,,,,,,1,,,
USW00012918,8/7/2006,3.36,0.28,90,76,130,17,1,,1,,,,,1,,,,,,,1,,,
USW00012918,8/8/2006,3.8,0.04,91,77,160,21,,,1,,,,,,,,,,,,1,,,
USW00012918,8/9/2006,3.58,0,94,77,160,15,,,,,,,,,,,,,,,,,,
USW00012918,8/10/2006,3.8,0.34,93,76,200,21,1,,1,,,,,,,,,1,,,1,,,
USW00012918,8/11/2006,7.16,0,92,76,230,25.1,,,,,,,,,,,,,,,,,,
USW00012918,8/12/2006,5.82,0,93,76,220,17.9,,,,,,,,,,,,,,,1,,,
USW00012918,8/13/2006,6.04,0,93,75,200,17.9,,,,,,,,,,,,,,,,,,
USW00012918,8/14/2006,5.14,0,93,76,190,17,,,,,,,,,,,,,,,,,,
USW00012918,8/15/2006,4.92,0,96,76,150,17,,,,,,,,,,,,,,,,,,
USW00012918,8/16/2006,3.36,0,95,77,160,14.1,,,,,,,,,,,,,,,,,,
USW00012918,8/17/2006,3.36,0,97,79,100,14.1,,,,,,,,,,,,,,,,,,
USW00012918,8/18/2006,4.25,0,95,80,110,17.9,,,,,,,,,,,,,,,,,,
USW00012918,8/19/2006,5.14,1.93,89,75,170,16.1,1,,1,,,,,,,,,1,,,1,,,
USW00012918,8/20/2006,2.01,0,94,77,150,15,,,,,,,,,,,,,,,,,,
USW00012918,8/21/2006,4.25,0,93,78,110,17,,,,,,,,,,,,,,,,,,
USW00012918,8/22/2006,4.47,0,92,78,30,23.9,,,1,,,,,,,,,,,,,,,
USW00012918,8/23/2006,2.01,0.16,87,76,90,21.9,1,,1,,,,,,,,,1,,,1,,,
USW00012918,8/24/2006,4.25,0,93,75,160,17.9,,,,,,,,1,,,,,,,,,,
USW00012918,8/25/2006,5.82,0,91,78,220,28,,,,,,,,,,,,,,,,,,
USW00012918,8/26/2006,6.71,0,89,78,200,17.9,1,,,,,,,,,,,,,,1,,,
USW00012918,8/27/2006,4.92,0.02,91,79,210,21,,,,,,,,1,,,,,,,1,,,
USW00012918,8/28/2006,4.7,0,93,77,220,17,1,,1,,,,,,,,,,,,1,,,
USW00012918,8/29/2006,4.7,0,95,77,270,19.9,,,,,,,,1,,,,,,,,,,
USW00012918,8/30/2006,6.71,0,92,75,40,17.9,,,,,,,,,,,,,,,,,,
USW00012918,8/31/2006,2.46,0,92,70,180,12.1,,,,,,,,,,,,,,,,,,
USW00012918,9/1/2006,2.68,0,92,72,20,40,1,,1,,,,,,,,1,,,,1,,,
USW00012918,9/2/2006,3.8,0,93,74,20,17,1,,,,,,,1,,,,,,,,,,
USW00012918,9/3/2006,4.47,0,92,73,70,23,,,,,,,,1,,,,,,,,,,
USW00012918,9/4/2006,4.7,0,91,74,30,16.1,,,,,,,,1,,,,,,,,,,
USW00012918,9/5/2006,9.17,0,84,70,340,23,1,,,,,,,,,,,,,,1,,,
USW00012918,9/6/2006,3.8,0,91,69,20,16.1,1,,,,,,,1,,,,,,,,,,
USW00012918,9/7/2006,3.8,0,91,68,130,14.1,1,,,,,,,1,,,,,,,,,,
USW00012918,9/8/2006,4.03,0,90,72,70,16.1,1,,,,,,,1,,,,,,,1,,,
USW00012918,9/9/2006,4.92,0.09,79,73,70,19.9,1,,,,,,,1,,,,1,,,1,,,
USW00012918,9/10/2006,3.36,0.23,88,73,70,19.9,1,,,,,,,1,,,,1,,,1,,,
USW00012918,9/11/2006,1.12,0.08,90,75,130,17,1,,1,,,,,,,,,,,,1,,,
USW00012918,9/12/2006,3.58,0.01,90,75,180,14.1,1,,,,,,,,,,,,,,1,,,
USW00012918,9/13/2006,4.7,0,92,75,10,16.1,1,,,,,,,,,,,,,,,,,
USW00012918,9/14/2006,4.47,0,91,71,130,16.1,1,,,,,,,,,,,,,,,,,
USW00012918,9/15/2006,3.8,0.77,91,76,210,21.9,1,,,,,,,,,,,1,,,1,,,
USW00012918,9/16/2006,6.71,0,93,77,190,23,,,,,,,,,,,,,,,,,,
USW00012918,9/17/2006,7.38,0.59,90,77,190,31.1,1,,1,,,,,1,,,,,,,1,,,
USW00012918,9/18/2006,7.83,0.06,86,71,260,21,1,,,,,,,,,,,,,,1,,,
USW00012918,9/19/2006,7.83,0,87,66,30,23.9,,,,,,,,,,,,,,,,,,
USW00012918,9/20/2006,4.03,0,86,62,110,15,,,,,,,,,,,,,,,,,,
USW00012918,9/21/2006,8.72,0,91,67,210,28,,,,,,,,,,,,,,,1,,,
USW00012918,9/22/2006,13.2,0,92,81,210,33.1,,,,,,,,,,,,,,,1,,,
USW00012918,9/23/2006,11.41,0.78,92,73,190,31.1,1,,1,,,,,,,,,1,,,1,,,
USW00012918,9/24/2006,8.72,0.47,83,68,20,23,1,,1,,,,,,,,,,,,1,,,
USW00012918,9/25/2006,9.17,0,82,62,30,23.9,,,,,,,,,,,,,,,,,,
USW00012918,9/26/2006,3.13,0,85,60,30,15,,,,,,,,,,,,,,,,,,
USW00012918,9/27/2006,4.25,0,86,61,160,16.1,1,,,,,,,1,,,,,,,,,,
USW00012918,9/28/2006,4.92,0,87,67,20,17,,,,,,,,,,,,,,,1,,,
USW00012918,9/29/2006,6.93,0,84,65,110,17,,,1,,,,,,,,,,,,,,,
USW00012918,9/30/2006,4.92,0,91,72,190,16.1,,,,,,,,,,,,,,,,,,
USW00012918,10/1/2006,3.13,0,89,70,160,16.1,1,,,,,,,,,,,,,,,,,1
USW00012918,10/2/2006,3.8,0,90,71,130,17,1,,,,,,,,,,,1,,,,,,
USW00012918,10/3/2006,4.47,0,89,72,110,17.9,1,,,,,,,1,,,,1,,,,,,
USW00012918,10/4/2006,2.91,0,90,71,130,16.1,1,,,,,,,1,,,,1,,,,,,
USW00012918,10/5/2006,2.46,0,93,72,80,15,1,,,,,,,1,,,,1,,,,,,
USW00012918,10/6/2006,5.59,0,91,72,70,17,1,,,,,,,1,,,,,,,,,,
USW00012918,10/7/2006,6.04,0,84,62,70,16.1,,,,,,,,,,,,,,,,,,
USW00012918,10/8/2006,4.25,0,85,62,120,15,,,,,,,,,,,,,,,,,,
USW00012918,10/9/2006,4.7,0,85,74,120,17.9,,,,,,,,,,,,,,,,,,
USW00012918,10/10/2006,4.7,1.26,86,69,220,44.1,1,,1,,,,,1,,,,1,,,1,,,
USW00012918,10/11/2006,3.13,0,86,66,310,15,1,1,,,,,,,,,,1,,,,,,
USW00012918,10/12/2006,4.92,0.84,83,66,340,30,1,,1,,,,,,,,,1,,,1,,,
USW00012918,10/13/2006,7.83,0,75,60,20,25.1,1,,,,,,,,,,,,,,,,,
USW00012918,10/14/2006,2.24,0,81,64,110,17,,,,,,,,,,,,,,,,,,
USW00012918,10/15/2006,9.17,4.21,81,72,140,21.9,1,,1,,,,,1,,,,1,,,1,,,
USW00012918,10/16/2006,11.63,6.96,85,70,280,46.1,1,1,1,,,,,,,,1,,,,1,,,
USW00012918,10/17/2006,0,0,90,67,,,1,1,,,,,,,,,,1,,,,,,
USW00012918,10/18/2006,4.47,0.55,89,77,190,19.9,1,,1,,,,,1,,,,1,,,1,,,
USW00012918,10/19/2006,12.08,0.21,81,58,330,25.9,1,,,,,,,,,,,1,,,1,,,
USW00012918,10/20/2006,6.04,0,75,53,40,17.9,,,,,,,,,,,,,,,,,,
USW00012918,10/21/2006,6.04,0,85,66,10,17.9,1,,,,,,,1,,,,1,,,1,,,
USW00012918,10/22/2006,13.65,0.01,70,56,10,25.9,,,,,,,,,,,,,,,1,,,
USW00012918,10/23/2006,6.26,0,70,51,80,17,,,,,,,,,,,,,,,,,,
USW00012918,10/24/2006,5.82,0,78,53,120,21,,,,,,,,,,,,,,,,,,
USW00012918,10/25/2006,9.62,0,80,69,170,25.9,,,,,,,,,,,,,,,1,,,
USW00012918,10/26/2006,10.29,4.6,82,71,230,28,1,,1,,,,,,,,,1,,,1,,,
USW00012918,10/27/2006,14.99,0.62,78,63,280,34.9,1,,1,,,,,,,,,1,,,1,,,
USW00012918,10/28/2006,6.26,0,76,53,330,21.9,,,,,,,,,,,,,,,,,,
USW00012918,10/29/2006,5.59,0,78,50,160,17.9,,,,,,,,,,,,,,,,,,
USW00012918,10/30/2006,6.71,0,82,62,170,25.9,,,,,,,,,,,,,,,,,,
USW00012918,10/31/2006,5.59,0,85,65,240,17.9,,,,,,,,,,,,,,,1,,,
USW00012918,11/1/2006,10.07,0,76,59,30,23.9,,,,,,,,,,,,,,,1,,,
USW00012918,11/2/2006,15.66,0,67,50,20,28,,,,,,,,,,,,,,,,,,
USW00012918,11/3/2006,7.61,0,64,44,50,17,,,,,,,,,,,,,,,,,,
USW00012918,11/4/2006,8.28,0,74,50,110,19.9,,,,,,,,,,,,,,,,,,
USW00012918,11/5/2006,8.28,0.04,73,63,90,17.9,1,,,,,,,1,,,,1,,,1,,,
USW00012918,11/6/2006,5.59,0.23,80,65,40,29.1,1,1,1,,,,,,,,,,,,1,,,
USW00012918,11/7/2006,5.82,0,76,58,350,16.1,1,,,,,,,1,,,,1,,,,,,
USW00012918,11/8/2006,6.26,0,83,55,180,19.9,1,,,,,,,1,,,,1,,,,,,
USW00012918,11/9/2006,9.4,0,86,63,210,23.9,,,,,,,,,,,,,,,,,,
USW00012918,11/10/2006,10.96,0.1,87,67,340,23.9,,,1,,,,,,,,,,,,1,,,
USW00012918,11/11/2006,13.65,0,68,51,10,29.1,,,,,,,,,,,,,,,,,,
USW00012918,11/12/2006,7.83,0,65,47,70,17,,,,,,,,,,,,,,,,,,
USW00012918,11/13/2006,5.82,0,74,56,150,12.1,1,,,,,,,1,,,,1,,,1,,,
USW00012918,11/14/2006,9.84,0,83,67,210,25.9,1,,,,,,,,,,,1,,,1,,,
USW00012918,11/15/2006,20.8,0,77,52,320,47,,,,,,,,,,,,,,,,,,
USW00012918,11/16/2006,9.17,0,65,42,320,23.9,,,,,,,,,,,,,,,,,,
USW00012918,11/17/2006,4.7,0,71,40,150,15,,,,,,,,1,,,,,,,,,,
USW00012918,11/18/2006,2.01,0,74,49,50,14.1,1,,,,,,,1,,,,1,,,,,,1
USW00012918,11/19/2006,6.04,0,69,49,50,19.9,,,,,,,,,,,,,,,,,,
USW00012918,11/20/2006,6.93,0,63,41,20,23,,,,,,,,,,,,,,,,,,
USW00012918,11/21/2006,4.03,0,66,38,210,14.1,,,,,,,,,,,,,,,,,,
USW00012918,11/22/2006,4.92,0,75,43,230,16.1,,,,,,,,,,,,,,,,,,
USW00012918,11/23/2006,4.92,0,77,50,160,17.9,1,,,,,,,,,,,,,,,,,1
USW00012918,11/24/2006,4.92,0,75,52,120,15,1,,,,,,,,,,,,,,,,,
USW00012918,11/25/2006,6.26,0,75,50,120,16.1,1,1,,,,,,,,,,1,,,,,,
USW00012918,11/26/2006,7.38,0,78,60,110,19.9,1,1,,,,,,,,,,1,,,,,,
USW00012918,11/27/2006,7.61,0.5,71,66,170,23,1,,,,,,,1,,,,1,,,1,,,
USW00012918,11/28/2006,8.28,0,83,67,170,21.9,1,,,,,,,,,,,1,,,1,,,
USW00012918,11/29/2006,9.62,0,81,68,160,23.9,1,1,,,,,,,,,,1,,,,,,
USW00012918,11/30/2006,16.11,0,73,37,310,38.9,,,,,,,,1,,,,,,,1,,,
USW00012918,12/1/2006,6.71,0,55,33,320,30,,,,,,,,,,,,,,,,,,
USW00012918,12/2/2006,7.16,0,57,39,40,17,,,,,,,,,,,,,,,,,,
USW00012918,12/3/2006,14.54,0,56,41,20,31.1,,,,,,,,,,,,,,,,,,
USW00012918,12/4/2006,7.61,0,55,35,20,17.9,,,,,,,,,,,,,,,,,,
USW00012918,12/5/2006,4.25,0,59,32,110,13,,,,,,,,,,,,,,,,,,
USW00012918,12/6/2006,5.14,0,64,47,120,14.1,1,,,,,,,1,,,,1,,,1,,,
USW00012918,12/7/2006,13.42,0,62,49,20,29.1,1,,,,,,,,,,,,,,,,,
USW00012918,12/8/2006,11.18,0,49,34,30,31.1,,,,,,,,,,,,,,,,,,
USW00012918,12/9/2006,6.49,0,52,41,120,14.1,,,,,,,,1,,,,,,,,,,
USW00012918,12/10/2006,9.17,0.08,63,46,110,19.9,1,,,,,,,,,,,1,,,1,,,
USW00012918,12/11/2006,5.82,1.82,71,62,210,17,1,1,,,,,,1,,,,1,,,1,,,
USW00012918,12/12/2006,5.59,0,76,50,280,19.9,1,1,,,,,,,,,,1,,,,,,
USW00012918,12/13/2006,1.57,0,76,45,120,10.1,,,,,,,,,,,,,,,,,,
USW00012918,12/14/2006,4.25,0,73,49,130,13,1,1,,,,,,1,,,,1,,,,,,
USW00012918,12/15/2006,5.82,0,77,61,130,16.1,1,1,,,,,,1,,,,1,,,,,,
USW00012918,12/16/2006,8.5,0,81,63,170,23,1,1,,,,,,,,,,1,,,,,,
USW00012918,12/17/2006,6.71,0,80,62,140,19.9,1,1,,,,,,,,,,1,,,,,,
USW00012918,12/18/2006,7.83,0.11,68,65,100,19.9,1,1,,,,,,,,,,1,,,1,,,
USW00012918,12/19/2006,9.62,0,69,64,100,21.9,1,,,,,,,1,,,,1,,,1,,,
USW00012918,12/20/2006,9.4,0.04,77,59,20,21,1,,,,,,,,,,,1,,,1,,,
USW00012918,12/21/2006,8.05,0.51,72,55,210,33.1,1,,1,,,,,,,,,1,,,1,,,
USW00012918,12/22/2006,7.61,0,66,48,20,17.9,,,,,,,,,,,,,,,,,,
USW00012918,12/23/2006,12.3,0.52,64,44,50,31.1,,,,,,,,,,,,,,,1,,,
USW00012918,12/24/2006,13.65,0.65,51,47,50,31.1,1,,,,,,,,,,,1,,,1,,,
USW00012918,12/25/2006,14.09,0.04,53,42,310,32,,,,,,,,,,,,,,,1,,,
USW00012918,12/26/2006,5.14,0,57,33,330,15,,,,,,,,,,,,,,,,,,
USW00012918,12/27/2006,6.04,0,63,35,160,19.9,,,,,,,,,,,,,,,,,,
USW00012918,12/28/2006,10.51,0,71,51,140,25.9,,,,,,,,,,,,,,,,,,
USW00012918,12/29/2006,14.99,0.13,74,63,160,33.1,1,,1,,,,,1,,,,,1,,1,,,
USW00012918,12/30/2006,6.04,0.05,74,50,280,25.1,,,,,,,,,,,,,,,1,,,
USW00012918,12/31/2006,8.05,0,66,44,330,23,1,1,,,,,,,,,,1,,,,,,
USW00012918,1/1/2007,8.72,0,59,40,10,21,,,,,,,,,,,,,,,,,,
USW00012918,1/2/2007,5.82,0,59,37,70,17.9,,,,,,,,,,,,,,,,,,
USW00012918,1/3/2007,7.38,0.11,53,43,70,23.9,1,,,,,,,1,,,,1,,,1,,,
USW00012918,1/4/2007,7.61,1.79,59,51,300,28,1,,1,,,,,,,,,1,,,1,,,
USW00012918,1/5/2007,6.04,0,73,50,240,19.9,1,1,,,,,,,,,,1,1,,1,,,
USW00012918,1/6/2007,7.61,0.01,67,59,10,17.9,1,1,,,,,,1,,,,,,,1,,,
USW00012918,1/7/2007,10.96,0,66,51,340,30,1,,,,,,,1,,,,1,,,1,,,
USW00012918,1/8/2007,5.14,0,64,39,330,14.1,,,,,,,,,,,,,,,,,,
USW00012918,1/9/2007,5.59,0,69,42,50,21,,,,,,,,,,,,,,,,,,
USW00012918,1/10/2007,6.49,0,67,43,140,21.9,,,,,,,,,,,,,,,,,,
USW00012918,1/11/2007,9.17,0,74,50,170,25.9,,,,,,,,,,,,,,,,,,
USW00012918,1/12/2007,10.74,0,79,67,160,23,,,,,,,,,,,,,,,,,,
USW00012918,1/13/2007,12.75,0.07,76,69,170,29.1,1,,,,,,,1,,,,1,,,1,,,
USW00012918,1/14/2007,8.05,0.11,75,49,190,23.9,1,1,,,,,,1,,,,1,,,1,,,
USW00012918,1/15/2007,16.78,0.6,49,35,340,31.1,1,,,,,,,1,,,,1,,,1,,,
USW00012918,1/16/2007,16.11,0.05,38,33,10,30,,,,,,1,,,,,,,,,1,1,,
USW00012918,1/17/2007,8.28,0.09,38,33,30,21,1,,,,,1,,,,,,1,,,1,1,,
USW00012918,1/18/2007,6.93,0.2,45,38,10,13,1,,,,,,,,,,,1,1,,1,,,
USW00012918,1/19/2007,12.3,0.01,50,44,40,23.9,1,,,,,,,1,,,,1,,,1,,,
USW00012918,1/20/2007,11.63,0.26,57,46,110,23.9,1,,,,,,,1,,,,1,,,1,,,
USW00012918,1/21/2007,2.91,0.27,59,49,310,14.1,1,,,,,,,,,,,1,,,1,,,
USW00012918,1/22/2007,12.08,0,56,47,20,25.1,,,,,,,,,,,,,,,1,,,
USW00012918,1/23/2007,12.75,1.12,47,43,40,23.9,1,,,,,,,,,,,1,,,1,,,
USW00012918,1/24/2007,9.17,0.99,47,43,20,19.9,1,,,,,,,,,,,1,,,1,,,
USW00012918,1/25/2007,4.7,0,65,39,20,16.1,,,,,,,,,,,,,,,,,,
USW00012918,1/26/2007,4.92,0,63,38,100,16.1,,,,,,,,,,,,,,,,,,
USW00012918,1/27/2007,6.71,0.84,67,54,340,23.9,1,,,,,,,1,,,,1,,,1,,,
USW00012918,1/28/2007,11.63,0,55,41,20,25.1,,,,,,,,,,,,,,,,,,
USW00012918,1/29/2007,7.16,0,55,36,110,17,,,,,,,,,,,,,,,,,,
USW00012918,1/30/2007,12.08,0.14,52,47,40,25.1,1,,,,,,,,,,,1,1,,1,,,
USW00012918,1/31/2007,10.51,0.06,50,43,50,19.9,1,,,,,,,1,,,,1,,,1,,,
USW00012918,2/1/2007,5.14,0.1,56,43,10,17.9,1,,,,,,,1,,,,1,,,1,,,
USW00012918,2/2/2007,9.84,0,52,39,360,19.9,1,,,,,,,,,,,,,,,,,
USW00012918,2/3/2007,5.14,0,53,35,40,14.1,,,,,,,,,,,,,,,,,,
USW00012918,2/4/2007,2.46,0,64,40,120,10.1,1,,,,,,,,,,,,,,,,,
USW00012918,2/5/2007,3.8,0,66,40,140,14.1,1,,,,,,,1,,,,1,,,,,,
USW00012918,2/6/2007,6.71,0,71,43,180,21.9,1,,,,,,,,,,,,,,,,,
USW00012918,2/7/2007,6.04,0,74,49,170,17.9,1,,,,,,,,,,,1,,,,,,1
USW00012918,2/8/2007,6.49,0,76,58,180,17,1,1,,,,,,,,,,1,,,,,,
USW00012918,2/9/2007,10.51,0,60,48,20,21.9,1,,,,,,,1,,,,1,,,1,,,
USW00012918,2/10/2007,9.4,0,50,44,20,19.9,,,,,,,,,,,,,,,,,,
USW00012918,2/11/2007,8.5,0,57,47,110,17,,,,,,,,,,,,,,,1,,,
USW00012918,2/12/2007,10.51,1.08,69,57,150,23,1,,1,,,,,,,,,1,,,1,,,
USW00012918,2/13/2007,14.76,0,65,41,340,31.1,,,,,,,,,,,,,,,,,,
USW00012918,2/14/2007,12.97,0,47,38,10,23.9,,,,,,,,,,,,,,,,,,
USW00012918,2/15/2007,12.3,0,47,33,360,25.9,,,,,,,,,,,,,,,,,,
USW00012918,2/16/2007,7.38,0,50,29,10,17.9,,,,,,,,,,,,,,,,,,
USW00012918,2/17/2007,11.41,0,67,36,330,33.1,1,,,,,,,,,,,,,,,,,
USW00012918,2/18/2007,5.37,0,63,35,160,16.1,,,,,,,,,,,,,,,,,,
USW00012918,2/19/2007,10.07,0,69,41,210,29.1,,,,,,,,,,,,,,,,,,
USW00012918,2/20/2007,6.71,0,73,61,180,21.9,,,,,,,,,,,,,,,1,,,
USW00012918,2/21/2007,6.93,0.08,80,61,260,21,1,,,,,,,,,,,1,,,1,,,
USW00012918,2/22/2007,4.92,0,80,58,130,21,1,1,,,,,,,,,,1,,,,,,
USW00012918,2/23/2007,9.4,0.01,70,58,150,30,1,1,,,,,,,,,,1,,,1,,,
USW00012918,2/24/2007,13.87,0.06,79,57,210,30,1,,,,,,,,,,,1,1,,1,,,
USW00012918,2/25/2007,6.49,0,72,50,340,21,,,,,,,,,,,,,,,,,,
USW00012918,2/26/2007,7.16,0,80,48,230,23.9,1,,,,,,,,,,,1,,,,,,
USW00012918,2/27/2007,6.71,0.02,79,56,170,17.9,1,1,,,,,,,,,,1,1,,1,,,
USW00012918,2/28/2007,10.07,0,75,63,190,25.1,1,,,,,,,,,,,1,,,,,,
USW00012918,3/1/2007,13.42,0,78,55,340,40,1,,,,,,,,,,,1,,,1,,,
USW00012918,3/2/2007,4.7,0,74,45,20,17.9,,,,,,,,,,,,,,,,,,
USW00012918,3/3/2007,9.62,0,68,49,350,21,,,,,,,,,,,,,,,,,,
USW00012918,3/4/2007,10.51,0,61,42,330,25.9,,,,,,,,,,,,,,,,,,
USW00012918,3/5/2007,3.36,0,69,36,180,15,,,,,,,,,,,,,,,1,,,
USW00012918,3/6/2007,4.7,0,70,40,150,16.1,,,,,,,,,,,,,,,,,,
USW00012918,3/7/2007,4.7,0,74,46,110,21.9,,,,,,,,,,,,,,,,,,
USW00012918,3/8/2007,4.03,0,75,49,150,17,1,1,,,,,,1,,,,1,,,,,,1
USW00012918,3/9/2007,5.82,0,78,54,160,17.9,1,,,,,,,1,,,,1,,,,,,
USW00012918,3/10/2007,5.82,0,81,59,170,17.9,1,1,,,,,,,,,,1,,,,,,
USW00012918,3/11/2007,9.4,0.02,74,58,110,23,1,1,,,,,,,,,,1,,,1,,,
USW00012918,3/12/2007,8.5,1.74,72,61,240,45,1,,1,,,,,,,,,1,,,1,,,
USW00012918,3/13/2007,5.82,0.91,75,60,50,25.1,1,1,1,,,,,,,,,1,,,1,,,
USW00012918,3/14/2007,8.5,3.09,67,60,320,42.9,1,,1,,1,,,,,,,,,,1,,,
USW00012918,3/15/2007,5.59,0.01,79,59,20,17.9,1,1,,,,,,1,,,,1,,,1,,,
USW00012918,3/16/2007,10.29,0,73,57,10,28,1,,,,,,,,,,,1,,,,,,
USW00012918,3/17/2007,7.16,0,70,53,170,19.9,,,,,,,,,,,,,,,,,,
USW00012918,3/18/2007,7.83,0,75,57,180,21,,,,,,,,,,,,,,,,,,
USW00012918,3/19/2007,10.51,0,78,63,170,28,,,,,,,,,,,,,,,,,,
USW00012918,3/20/2007,11.41,0.03,78,66,120,29.1,1,,,,,,,,,,,,,,1,,,
USW00012918,3/21/2007,10.51,0,80,66,170,25.9,,,,,,,,1,,,,,,,1,,,
USW00012918,3/22/2007,9.62,0,79,64,140,23,1,,,,,,,,,,,,,,,,,
USW00012918,3/23/2007,9.84,0,79,67,160,23.9,,,,,,,,,,,,,,,,,,
USW00012918,3/24/2007,10.29,0,79,66,170,23,,,,,,,,,,,,,,,1,,,
USW00012918,3/25/2007,8.72,0,78,67,130,17.9,,,,,,,,,,,,,,,,,,
USW00012918,3/26/2007,10.74,0.05,77,66,150,29.1,1,,,,,,,,,,,,,,1,,,
USW00012918,3/27/2007,9.84,0.43,81,69,160,23.9,1,,1,,,,,,,,,1,,,1,,,
USW00012918,3/28/2007,10.07,0,81,69,140,25.9,1,,,,,,,,,,,1,,,,,,
USW00012918,3/29/2007,11.63,0,81,71,150,25.1,,,,,,,,,,,,,,,,,,
USW00012918,3/30/2007,10.96,0,78,69,140,28,,,,,,,,,,,,,,,1,,,
USW00012918,3/31/2007,6.04,2.5,75,63,280,45,1,,1,,,,,,,,,1,,,1,,,
USW00012918,4/1/2007,6.04,0.08,81,67,200,21.9,1,,,,,,,,,,,1,,,1,,,
USW00012918,4/2/2007,6.26,0,80,67,150,16.1,1,,,,,,,1,,,,1,,,1,,,
USW00012918,4/3/2007,7.16,0,83,70,160,17.9,1,,,,,,,,,,,1,,,1,,,
USW00012918,4/4/2007,11.18,0.1,74,61,40,31.1,1,,1,,,,,,,,,1,,,1,,,
USW00012918,4/5/2007,10.51,0,73,56,40,28,,,,,,,,,,,,,,,,,,
USW00012918,4/6/2007,10.07,0,74,53,20,25.1,,,,,,,,,,,,,,,,,,
USW00012918,4/7/2007,14.99,0.41,57,38,20,29.1,1,,,,,,,,,,,1,,,1,,,
USW00012918,4/8/2007,8.95,0.38,55,38,20,23.9,1,,,,,,,,,,,1,,,1,,,
