STATION,DATE,AWND,PRCP,TMAX,TMIN,WDF5,WSF5,WT01,WT02,WT03,WT04,WT05,WT06,WT07,WT08,WT09,WT10,WT11,WT13,WT14,WT15,WT16,WT17,WT18,WT21
USW00012918,4/28/2017,12.97,0,87,74,180,29.1,1,,,,,,,,,,,,,,,,,
USW00012918,4/29/2017,17,0,83,69,170,40.9,1,,1,,,,,1,,,,,,,,,,
USW00012918,4/30/2017,11.18,0,76,59,320,33.1,,,,,,,,,,,,,,,,,,
USW00012918,5/1/2017,7.61,0,86,53,200,23,,,,,,,,,,,,,,,,,,
USW00012918,5/2/2017,8.72,0,86,62,160,23.9,,,,,,,,,,,,,,,,,,
USW00012918,5/3/2017,13.87,0.54,84,64,340,38,1,,1,,,,,1,,,,,,,,,,
USW00012918,5/4/2017,14.32,0,77,58,310,36.9,,,,,,,,,,,,,,,,,,
USW00012918,5/5/2017,8.72,0,81,55,300,25.9,,,,,,,,,,,,,,,,,,
USW00012918,5/6/2017,5.14,0,83,55,130,19.9,,,,,,,,,,,,,,,,,,
USW00012918,5/7/2017,5.82,0,83,60,120,19.9,,,,,,,,,,,,,,,,,,
USW00012918,5/8/2017,7.61,0,82,66,110,28,,,,,,,,,,,,,,,,,,
USW00012918,5/9/2017,8.28,0,83,68,180,23,,,,,,,,,,,,,,,,,,
USW00012918,5/10/2017,8.5,0,84,70,160,25.1,,,,,,,,,,,,,,,,,,
USW00012918,5/11/2017,8.95,0,84,72,150,25.1,,,,,,,,,,,,,,,,,,
USW00012918,5/12/2017,12.53,0,87,73,290,27.1,,,1,,,,,,,,,,,,,,,
USW00012918,5/13/2017,8.5,0,87,65,20,21,,,,,,,,,,,,,,,,,,
USW00012918,5/14/2017,4.92,0,85,65,120,19,,,,,,,,,,,,,,,,,,
USW00012918,5/15/2017,5.82,0,86,62,160,27.1,,,,,,,,,,,,,,,,,,
USW00012918,5/16/2017,10.74,0,86,70,170,28,,,,,,,,,,,,,,,,,,
USW00012918,5/17/2017,11.63,0,85,75,150,28,,,,,,,,,,,,,,,,,,
USW00012918,5/18/2017,12.3,0,88,77,160,31.1,,,,,,,,,,,,,,,,,,
USW00012918,5/19/2017,11.63,0,88,78,150,29.1,,,,,,,,,,,,,,,,,,
USW00012918,5/20/2017,6.93,0,89,76,150,19.9,,,,,,,,,,,,,,,,,,
USW00012918,5/21/2017,7.83,0.2,88,74,90,28,1,,1,,,,,,,,,,,,,,,
USW00012918,5/22/2017,11.18,0.83,80,68,150,33.1,1,,1,,,,,,,,,,,,,,,
USW00012918,5/23/2017,8.28,0.15,88,65,340,30,1,,1,,,,,,,,,,,,,,,
USW00012918,5/24/2017,10.51,0,84,60,300,33.1,,,,,,,,,,,,,,,,,,
USW00012918,5/25/2017,11.18,0,87,63,200,29.1,,,,,,,,,,,,,,,,,,
USW00012918,5/26/2017,10.51,0,88,73,190,27.1,,,,,,,,,,,,,,,,,,
USW00012918,5/27/2017,12.08,0,90,79,180,25.1,,,,,,,,,,,,,,,,,,
USW00012918,5/28/2017,8.72,0.42,90,70,40,38,1,,1,,,,,,,,,,,,,,,
USW00012918,5/29/2017,5.82,0.37,82,70,80,30,1,,1,,,,,,,,,,,,,,,
USW00012918,5/30/2017,7.83,0,88,71,30,19.9,,,,,,,,,,,,,,,,,,
USW00012918,5/31/2017,6.71,0.17,87,73,160,17,1,,,,,,,,,,,,,,,,,
USW00012918,6/1/2017,6.93,0.04,84,73,110,21,1,,,,,,,,,,,,,,,,,
USW00012918,6/2/2017,4.25,0.09,84,74,80,16.1,,,1,,,,,,,,,,,,,,,
USW00012918,6/3/2017,4.03,0.19,89,74,140,15,,,1,,,,,,,,,,,,,,,
USW00012918,6/4/2017,6.04,1.05,85,70,340,30,1,,1,,,,,,,,,,,,,,,
USW00012918,6/5/2017,3.8,1.63,84,71,260,25.9,1,,1,,,,,,,,,,,,,,,
USW00012918,6/6/2017,8.72,0.07,89,72,340,23.9,,,,,,,,,,,,,,,,,,
USW00012918,6/7/2017,10.74,0,92,73,350,28,,,,,,,,,,,,,,,,,,
USW00012918,6/8/2017,5.14,0,88,72,360,17,,,,,,,,,,,,,,,,,,
USW00012918,6/9/2017,4.7,0,84,69,140,18.1,,,,,,,,,,,,,,,,,,
USW00012918,6/10/2017,7.38,0,88,70,160,23,,,,,,,,,,,,,,,,,,
USW00012918,6/11/2017,6.49,0.21,89,72,100,23.9,1,,,,,,,,,,,,,,,,,
USW00012918,6/12/2017,8.5,0.05,90,77,100,25.9,1,,,,,,,,,,,,,,,,,
USW00012918,6/13/2017,9.17,0,89,76,160,25.1,1,,,,,,,,,,,,,,,,,
USW00012918,6/14/2017,8.72,0,91,77,140,21.9,1,,,,,,,,,,,,,,,,,
USW00012918,6/15/2017,8.5,0,94,77,170,21.9,,,,,,,,,,,,,,,,,,
USW00012918,6/16/2017,8.5,0,94,76,170,23.9,,,,,,,,,,,,,,,,,,
USW00012918,6/17/2017,9.62,0,93,78,200,23.9,,,,,,,,,,,,,,,,,,
USW00012918,6/18/2017,8.95,0,94,78,170,23.9,,,,,,,,,,,,,,,,,,
USW00012918,6/19/2017,3.13,0,96,79,130,15,,,1,,,,,,,,,,,,,,,
USW00012918,6/20/2017,12.3,0.01,95,80,30,28,,,,,,,,,,,,,,,,,,
USW00012918,6/21/2017,17.67,0.03,87,78,310,35.1,,,,,,,,1,,,,,,,,,,
USW00012918,6/22/2017,11.18,0.34,92,77,330,28,1,,,,,,,,,,,,,,,,,
USW00012918,6/23/2017,9.84,0,95,80,210,23,,,,,,,,,,,,,,,,,,
USW00012918,6/24/2017,5.59,0.99,87,76,260,23.9,1,,1,,,,,,,,,,,,,,,
USW00012918,6/25/2017,6.71,0.24,88,75,270,25.1,1,,1,,,,,1,,,,,,,,,,
USW00012918,6/26/2017,7.16,0.1,90,75,50,23.9,,,1,,,,,,,,,,,,,,,
USW00012918,6/27/2017,6.04,0.01,88,76,170,23.9,,,1,,,,,1,,,,,,,,,,
USW00012918,6/28/2017,8.5,0.07,90,75,70,23.9,1,,,,,,,,,,,,,,,,,
USW00012918,6/29/2017,7.16,0.08,91,77,180,28,,,1,,,,,,,,,,,,,,,
USW00012918,6/30/2017,10.51,0,92,81,160,25.9,,,,,,,,,,,,,,,,,,
USW00012918,7/1/2017,7.61,0,93,79,160,21,,,,,,,,,,,,,,,,,,
USW00012918,7/2/2017,7.38,0,94,78,160,23,,,,,,,,,,,,,,,,,,
USW00012918,7/3/2017,7.61,0,95,78,160,27.1,,,,,,,,,,,,,,,,,,
USW00012918,7/4/2017,7.61,0,95,79,160,21.9,,,,,,,,,,,,,,,,,,
USW00012918,7/5/2017,6.71,0,95,78,140,21.9,,,1,,,,,,,,,,,,,,,
USW00012918,7/6/2017,5.82,0.11,93,79,160,19.9,,,1,,,,,,,,,,,,,,,
USW00012918,7/7/2017,3.8,0,96,78,170,19.9,,,1,,,,,,,,,,,,,,,
USW00012918,7/8/2017,4.92,0.02,96,77,170,18.1,,,1,,,,,,,,,,,,,,,
USW00012918,7/9/2017,6.71,0,95,75,10,36.9,,,1,,,,,,,,,,,,,,,
USW00012918,7/10/2017,4.47,0.49,89,75,350,19.9,1,,1,,,,,,,,,,,,,,,
USW00012918,7/11/2017,5.37,1.05,95,78,170,38.9,,,1,,,,,,,,,,,,,,,
USW00012918,7/12/2017,5.14,0,93,78,200,21.9,,,1,,,,,,,,,,,,,,,
USW00012918,7/13/2017,4.47,0,95,80,150,25.1,,,1,,,,,,,,,,,,,,,
USW00012918,7/14/2017,4.47,0,96,79,140,23,,,1,,,,,,,,,,,,,,,
USW00012918,7/15/2017,3.58,1.42,93,75,40,36.9,1,,1,,,,,1,,,,,,,,,,
USW00012918,7/16/2017,4.47,0.02,93,75,180,17,1,,1,,,,,,,,,,,,,,,
USW00012918,7/17/2017,4.92,0,90,78,80,14.1,,,1,,,,,,,,,,,,,,,
USW00012918,7/18/2017,4.7,0,90,79,150,15,,,1,,,,,,,,,,,,,,,
USW00012918,7/19/2017,3.58,0,95,77,110,19,,,1,,,,,,,,,,,,,,,
USW00012918,7/20/2017,4.92,0,98,80,150,19.9,,,,,,,,,,,,,,,,,,
USW00012918,7/21/2017,4.7,0,97,79,160,23,,,1,,,,,,,,,,,,,,,
USW00012918,7/22/2017,6.04,0.01,94,80,250,21.9,,,1,,,,,,,,,,,,,,,
USW00012918,7/23/2017,8.72,0,95,79,250,25.9,,,1,,,,,,,,,,,,,,,
USW00012918,7/24/2017,7.38,0,96,80,250,21.9,,,,,,,,,,,,,,,,,,
USW00012918,7/25/2017,7.16,0,95,79,160,21.9,,,,,,,,,,,,,,,,,,
USW00012918,7/26/2017,5.14,0,98,79,80,21,,,1,,,,,,,,,,,,,,,
USW00012918,7/27/2017,5.59,0,99,78,170,19.9,,,1,,,,,,,,,,,,,,,
USW00012918,7/28/2017,6.71,0,100,79,170,19.9,,,,,,,,,,,,,,,,,,
USW00012918,7/29/2017,7.16,0,102,81,240,21.9,,,,,,,,,,,,,,,,,,
USW00012918,7/30/2017,7.38,0,97,82,50,21,,,,,,,,,,,,,,,,,,
USW00012918,7/31/2017,7.83,0,95,77,30,23,,,,,,,,,,,,,,,,,,
USW00012918,8/1/2017,7.61,0,95,80,80,21.9,,,,,,,,,,,,,,,,,,
USW00012918,8/2/2017,4.7,0.26,91,77,50,21.9,,,1,,,,,,,,,,,,,,,
USW00012918,8/3/2017,5.14,0,94,77,30,18.1,,,,,,,,,,,,,,,,,,
USW00012918,8/4/2017,4.25,0,95,77,350,23.9,,,1,,,,,,,,,,,,,,,
USW00012918,8/5/2017,5.14,0.29,95,77,210,23.9,,,1,,,,,,,,,,,,,,,
USW00012918,8/6/2017,7.61,0.03,94,80,190,28,,,1,,,,,,,,,,,,,,,
USW00012918,8/7/2017,4.25,0.58,89,76,270,38.9,,,1,,,,,,,,,,,,,,,
USW00012918,8/8/2017,5.37,0.65,89,76,310,21,1,,,,,,,,,,,,,,,,,
USW00012918,8/9/2017,6.04,0,95,78,170,19.9,1,,,,,,,,,,,,,,,,,
USW00012918,8/10/2017,5.14,0,97,80,180,19,,,1,,,,,,,,,,,,,,,
USW00012918,8/11/2017,6.26,0.03,97,81,240,25.1,,,1,,,,,,,,,,,,,,,
USW00012918,8/12/2017,6.93,0,99,81,180,21.9,,,,,,,,,,,,,,,,,,
USW00012918,8/13/2017,8.72,0,98,80,160,21,,,,,,,,,,,,,,,,,,
USW00012918,8/14/2017,8.95,0,98,81,200,23.9,,,,,,,,,,,,,,,,,,
USW00012918,8/15/2017,9.4,0,98,81,180,23.9,,,,,,,,,,,,,,,,,,
USW00012918,8/16/2017,9.17,0.01,97,82,200,25.9,,,,,,,,,,,,,,,,,,
USW00012918,8/17/2017,8.28,0,99,82,190,23,,,,,,,,,,,,,,,,,,
USW00012918,8/18/2017,5.82,0.01,100,80,130,21,,,,,,,,,,,,,,,,,,
USW00012918,8/19/2017,4.92,0,100,80,170,19,,,,,,,,,,,,,,,,,,
USW00012918,8/20/2017,4.03,0,98,79,160,23,,,1,,,,,,,,,,,,,,,
USW00012918,8/21/2017,4.92,0,95,81,110,18.1,,,,,,,,,,,,,,,,,,
USW00012918,8/22/2017,4.47,0,98,78,60,19.9,,,1,,,,,,,,,,,,,,,
USW00012918,8/23/2017,4.47,0,95,79,100,21,,,1,,,,,,,,,,,,,,,
USW00012918,8/24/2017,8.28,0,96,79,100,27.1,,,1,,,,,,,,,,,,,,,
USW00012918,8/25/2017,17,1.41,82,77,80,42.9,1,,1,,,,,,,,,,,,,,,
USW00012918,8/26/2017,15.88,12.07,86,76,110,48.1,1,,1,,,,,1,,,,,,,,,,
USW00012918,8/27/2017,10.51,10.99,82,76,180,32,1,,1,,,,,,,,,,,,,,,
USW00012918,8/28/2017,19.46,9.41,79,73,40,42.9,1,,,,,,,,,,,,,,,,,
USW00012918,8/29/2017,24.16,3.13,76,73,30,49,1,,,,,,,,,,,,,,,,,
USW00012918,8/30/2017,16.33,0,89,74,310,32,,,,,,,,,,,,,,,,,,
USW00012918,8/31/2017,8.28,0,94,74,280,25.1,,,,,,,,,,,,,,,,,,
USW00012918,9/1/2017,3.58,0,93,74,50,16.1,,,,,,,,,,,,,,,,,,
USW00012918,9/2/2017,2.91,0,93,74,170,14.1,1,,,,,,,,,,,,,,,,,
USW00012918,9/3/2017,2.91,0,93,76,80,14.1,,,,,,,,1,,,,,,,,,,
USW00012918,9/4/2017,3.58,0,91,76,120,16.1,,,,,,,,1,,,,,,,,,,
USW00012918,9/5/2017,3.36,0,95,76,150,15,,,,,,,,,,,,,,,,,,
USW00012918,9/6/2017,11.18,0,86,69,40,28,,,,,,,,,,,,,,,,,,
USW00012918,9/7/2017,6.71,0,86,65,30,23.9,,,,,,,,,,,,,,,,,,
USW00012918,9/8/2017,6.26,0,87,65,60,19,,,,,,,,,,,,,,,,,,
USW00012918,9/9/2017,9.84,0,87,67,30,21,,,,,,,,,,,,,,,,,,
USW00012918,9/10/2017,11.63,0,88,69,30,25.9,,,,,,,,,,,,,,,,,,
USW00012918,9/11/2017,9.4,0,87,67,360,23.9,,,,,,,,,,,,,,,,,,
USW00012918,9/12/2017,5.37,0,90,64,310,21,,,,,,,,,,,,,,,,,,
USW00012918,9/13/2017,6.71,0,89,71,270,19.9,,,,,,,,,,,,,,,,,,
USW00012918,9/14/2017,5.37,0,93,71,120,19,,,,,,,,,,,,,,,,,,
USW00012918,9/15/2017,5.82,0,93,74,110,19,,,,,,,,,,,,,,,,,,
USW00012918,9/16/2017,3.58,0,95,72,100,18.1,,,,,,,,,,,,,,,,,,
USW00012918,9/17/2017,3.36,0,95,74,80,17,,,,,,,,,,,,,,,,,,
USW00012918,9/18/2017,4.92,1.32,93,75,210,29.1,1,,1,,,,,1,,,,,,,,,,
USW00012918,9/19/2017,6.71,0,94,78,150,23,1,,,,,,,,,,,,,,,,,
USW00012918,9/20/2017,6.26,1.23,93,79,30,27.1,,,1,,,,,,,,,,,,,,,
USW00012918,9/21/2017,4.92,0.61,89,75,220,28,1,,1,,,,,,,,,,,,,,,
USW00012918,9/22/2017,4.03,0,91,75,,,1,,,,,,,,,,,,,,,,,
USW00012918,9/23/2017,4.92,0,91,76,100,18.1,1,,,,,,,,,,,,,,,,,
USW00012918,9/24/2017,5.82,0,91,75,110,21,,,,,,,,,,,,,,,,,,
USW00012918,9/25/2017,6.04,0,91,76,110,21,,,,,,,,,,,,,,,,,,
USW00012918,9/26/2017,4.25,0,92,76,110,15,,,,,,,,1,,,,,,,,,,
USW00012918,9/27/2017,3.8,0.04,93,78,50,19.9,,,,,,,,,,,,,,,,,,
USW00012918,9/28/2017,4.25,0.55,93,76,40,32,1,,1,,,,,,,,,,,,,,,
USW00012918,9/29/2017,9.62,0,93,76,50,21.9,,,,,,,,,,,,,,,,,,
USW00012918,9/30/2017,8.28,0,91,71,60,21.9,,,,,,,,,,,,,,,,,,
USW00012918,10/1/2017,4.03,0,93,70,150,14.1,,,,,,,,,,,,,,,,,,
USW00012918,10/2/2017,6.71,0.53,91,76,120,21.9,1,,1,,,,,,,,,,,,,,,
USW00012918,10/3/2017,7.61,0.32,89,78,110,27.1,,,1,,,,,1,,,,,,,,,,
USW00012918,10/4/2017,8.05,0.01,89,75,90,27.1,,,,,,,,1,,,,,,,,,,
USW00012918,10/5/2017,5.82,0,88,73,70,18.1,,,,,,,,,,,,,,,,,,
USW00012918,10/6/2017,4.25,0,88,71,130,18.1,,,,,,,,,,,,,,,,,,
USW00012918,10/7/2017,4.92,0,93,73,360,15,,,,,,,,,,,,,,,,,,
USW00012918,10/8/2017,4.7,0,94,76,180,18.1,,,,,,,,,,,,,,,,,,
USW00012918,10/9/2017,7.83,0,95,77,200,21,,,,,,,,,,,,,,,,,,
USW00012918,10/10/2017,10.74,0,81,70,340,27.1,,,1,,,,,,,,,,,,,,,
USW00012918,10/11/2017,9.62,0,86,66,20,23.9,,,,,,,,,,,,,,,,,,
USW00012918,10/12/2017,4.03,0,92,70,40,13,,,,,,,,,,,,,,,,,,
USW00012918,10/13/2017,2.91,0,93,75,100,13,1,,,,,,,1,,,,,,,,,,
USW00012918,10/14/2017,4.7,0,91,74,130,19,1,,,,,,,1,,,,,,,,,,
USW00012918,10/15/2017,10.51,0,93,73,360,30,,,,,,,,,,,,,,,,,,
USW00012918,10/16/2017,14.99,0,79,64,10,35.1,,,,,,,,,,,,,,,,,,
USW00012918,10/17/2017,6.49,0,80,57,40,18.1,,,,,,,,,,,,,,,,,,
USW00012918,10/18/2017,3.8,0,85,57,130,14.1,,,,,,,,,,,,,,,,,,
USW00012918,10/19/2017,6.49,0,85,67,80,19.9,,,,,,,,,,,,,,,,,,
USW00012918,10/20/2017,8.5,0.74,82,72,100,25.1,1,,1,,,,,1,,,,,,,,,,
USW00012918,10/21/2017,6.71,0.32,89,75,170,23,,,1,,,,,,,,,,,,,,,
USW00012918,10/22/2017,6.93,0.58,78,62,10,48.1,1,,1,,,,,,,,,,,,,,,
USW00012918,10/23/2017,2.91,0,82,54,350,12.1,,,,,,,,,,,,,,,,,,
USW00012918,10/24/2017,12.97,0,79,59,340,35.1,,,,,,,,,,,,,,,,,,
USW00012918,10/25/2017,5.37,0,78,49,280,18.1,,,,,,,,,,,,,,,,,,
USW00012918,10/26/2017,7.61,0,84,53,190,25.9,,,,,,,,,,,,,,,,,,
USW00012918,10/27/2017,12.08,0.02,73,52,340,33.1,,,,,,,,,,,,,,,,,,
USW00012918,10/28/2017,12.3,0,63,44,360,29.1,,,,,,,,,,,,,,,,,,
USW00012918,10/29/2017,4.25,0,71,39,270,14.1,,,,,,,,,,,,,,,,,,
USW00012918,10/30/2017,6.71,0,82,50,150,23,,,,,,,,,,,,,,,,,,
USW00012918,10/31/2017,7.61,0,82,65,140,23.9,,,,,,,,,,,,,,,,,,
USW00012918,11/1/2017,7.61,0.81,82,70,220,23,1,,,,,,,1,,,,,,,,,,
USW00012918,11/2/2017,9.17,0,90,73,170,28,,,,,,,,,,,,,,,,,,
USW00012918,11/3/2017,6.71,0,88,75,160,19.9,1,,,,,,,,,,,,,,,,,
USW00012918,11/4/2017,6.93,0,88,72,200,21,1,1,,,,,,,,,,,,,,,,
USW00012918,11/5/2017,9.4,0,90,74,220,23.9,,,,,,,,,,,,,,,,,,
USW00012918,11/6/2017,7.38,0,89,73,210,23.9,,,,,,,,,,,,,,,,,,
USW00012918,11/7/2017,6.71,0,89,70,350,19,1,,,,,,,,,,,,,,,,,
USW00012918,11/8/2017,12.75,0.1,70,56,350,23,1,,,,,,,,,,,,,,,,,
USW00012918,11/9/2017,10.96,0.2,66,53,30,25.9,,,,,,,,,,,,,,,,,,
USW00012918,11/10/2017,6.71,0,68,50,60,18.1,,,,,,,,,,,,,,,,,,
USW00012918,11/11/2017,7.83,0,74,59,90,19,,,,,,,,,,,,,,,,,,
USW00012918,11/12/2017,4.47,0,79,61,90,13,,,,,,,,,,,,,,,,,,
USW00012918,11/13/2017,5.14,0,77,60,100,19,,,,,,,,,,,,,,,,,,
USW00012918,11/14/2017,5.82,0,77,59,130,14.1,,,,,,,,,,,,,,,,,,
USW00012918,11/15/2017,5.14,0,79,59,,,1,,,,,,,,,,,,,,,,,
USW00012918,11/16/2017,6.26,0,79,68,,,,,,,,,,,,,,,,,,,,
USW00012918,11/17/2017,8.72,0,85,67,180,25.9,1,,,,,,,,,,,,,,,,,
USW00012918,11/18/2017,15.21,0,85,58,340,38.9,,,,,,,,,,,,,,,,,,
USW00012918,11/19/2017,11.63,0,65,49,10,35.1,,,,,,,,,,,,,,,,,,
USW00012918,11/20/2017,5.59,0,66,46,,,,,,,,,,,,,,,,,,,,
USW00012918,11/21/2017,4.92,0,77,58,,,,,,,,,,,,,,,,,,,,
USW00012918,11/22/2017,13.2,0,69,52,20,27.1,,,,,,,,,,,,,,,,,,
USW00012918,11/23/2017,4.92,0,65,42,,,,,,,,,,,,,,,,,,,,
USW00012918,11/24/2017,3.58,0,72,41,,,,,,,,,,,,,,,,,,,,
USW00012918,11/25/2017,5.14,0,80,53,,,1,,,,,,,,,,,,,,,,,
USW00012918,11/26/2017,4.25,0,76,56,,,1,,,,,,,,,,,,,,,,,
USW00012918,11/27/2017,5.59,0,73,51,,,,,,,,,,,,,,,,,,,,
USW00012918,11/28/2017,5.14,0,77,50,150,18.1,1,1,,,,,,,,,,,,,,,,
USW00012918,11/29/2017,3.36,0,73,60,,,1,1,,,,,,,,,,,,,,,,
USW00012918,11/30/2017,5.59,0,76,54,350,17,,,,,,,,,,,,,,,,,,
USW00012918,12/1/2017,2.46,0,75,51,10,13,1,,,,,,,,,,,,,,,,,
USW00012918,12/2/2017,2.24,0,77,49,100,12.1,1,,,,,,,,,,,,,,,,,
USW00012918,12/3/2017,7.16,2.25,73,58,70,23.9,1,,1,,,,,,,,,,,,,,,
USW00012918,12/4/2017,8.5,0.2,81,65,180,28,1,,,,,,,,,,,,,,,,,
USW00012918,12/5/2017,11.41,0.09,78,51,20,30,1,,,,,,,,,,,,,,,,,
USW00012918,12/6/2017,15.21,0.21,51,42,20,34,1,,,,,,,,,,,,,,,,,
USW00012918,12/7/2017,13.65,0.68,44,34,40,30,1,,,,,,,,,,,,,,,,,
USW00012918,12/8/2017,8.72,0.01,42,31,340,27.1,1,,,,,,,,,,,,,,,,,
USW00012918,12/9/2017,3.58,0,61,29,320,17,,,,,,,,,,,,,,,,,,
USW00012918,12/10/2017,2.68,0,64,36,270,13,,,,,,,,,,,,,,,,,,
USW00012918,12/11/2017,6.49,0,73,39,240,15,,,,,,,,,,,,,,,,,,
USW00012918,12/12/2017,9.62,0,64,41,360,27.1,,,,,,,,,,,,,,,,,,
USW00012918,12/13/2017,3.36,0,58,35,260,14.1,,,,,,,,,,,,,,,,,,
USW00012918,12/14/2017,4.7,0,65,43,10,16.1,,,,,,,,,,,,,,,,,,
USW00012918,12/15/2017,8.5,0,56,43,10,23.9,,,,,,,,1,,,,,,,,,,
USW00012918,12/16/2017,8.95,0.71,59,41,110,28,1,,,,,,,,,,,,,,,,,
USW00012918,12/17/2017,2.91,0,65,48,360,14.1,1,1,,,,,,1,,,,,,,,,,
USW00012918,12/18/2017,6.71,0.12,68,58,120,21,1,1,,,,,,,,,,,,,,,,
USW00012918,12/19/2017,9.62,0,79,68,190,27.1,1,1,,,,,,,,,,,,,,,,
USW00012918,12/20/2017,5.82,0.19,77,58,260,28,1,,1,,,,,,,,,,,,,,,
USW00012918,12/21/2017,7.38,0,79,50,160,23,,,,,,,,,,,,,,,,,,
USW00012918,12/22/2017,12.3,0.02,80,46,170,31.1,,,,,,,,,,,,,,,,,,
USW00012918,12/23/2017,9.17,0,58,43,330,29.1,,,,,,,,,,,,,,,,,,
USW00012918,12/24/2017,10.07,0,68,40,10,32,,,,,,,,,,,,,,,,,,
USW00012918,12/25/2017,11.41,0,52,38,30,25.9,,,,,,,,,,,,,,,,,,
USW00012918,12/26/2017,11.86,0.05,54,47,50,21,1,,,,,,,,,,,,,,,,,
USW00012918,12/27/2017,14.54,0.11,49,40,30,30,1,,,,,,,,,,,,,,,,,
USW00012918,12/28/2017,8.72,0,44,38,30,16.1,,,,,,,,,,,,,,,,,,
USW00012918,12/29/2017,7.16,0,54,42,120,17,,,,,,,,,,,,,,,,,,
USW00012918,12/30/2017,7.61,0.01,61,51,350,17,,,,,,,,,,,,,,,,,,
USW00012918,12/31/2017,14.99,0.01,51,39,40,29.1,,,,,,,,,,,,,,,,,,
USW00012918,1/1/2018,16.11,0,40,31,30,30,,,,,,,,,,,,,,,,,,
USW00012918,1/2/2018,10.51,0,34,29,60,21,,,,1,,,,,,,,,,,,,,
USW00012918,1/3/2018,8.28,0,46,25,330,21.9,,,,,,,,,,,,,,,,,,
USW00012918,1/4/2018,3.13,0,54,27,50,13,,,,,,,,,,,,,,,,,,
USW00012918,1/5/2018,4.47,0,55,41,80,15,,,,,,,,,,,,,,,,,,
USW00012918,1/6/2018,7.38,0,63,37,110,19,,,,,,,,,,,,,,,,,,
USW00012918,1/7/2018,6.93,0.53,70,48,240,19.9,1,,1,,,,,,,,,,,,,,,
USW00012918,1/8/2018,12.97,0.51,66,49,250,35.1,1,,1,,,,,,,,,,,,,,,
USW00012918,1/9/2018,6.26,0,56,44,50,17,,,,,,,,,,,,,,,,,,
USW00012918,1/10/2018,4.92,0,63,52,110,16.1,1,,,,,,,,,,,,,,,,,
USW00012918,1/11/2018,10.07,0.55,70,42,320,42.1,1,,1,,,,,,,,,,,,,,,
USW00012918,1/12/2018,16.11,0,49,32,320,42.1,,,,,,,,,,,,,,,,,,
USW00012918,1/13/2018,8.5,0,52,32,330,19,,,,,,,,,,,,,,,,,,
USW00012918,1/14/2018,5.82,0,52,33,80,14.1,,,,,,,,,,,,,,,,,,
USW00012918,1/15/2018,6.71,0,67,38,130,19,,,,1,,,,,,,,,,,,,,
USW00012918,1/16/2018,18.34,0.1,55,25,360,36.9,1,,,1,,1,,,,,,,,,,,,
USW00012918,1/17/2018,9.62,0,37,19,20,25.1,,,,,,,,,,,,,,,,,,
USW00012918,1/18/2018,3.8,0,38,25,60,15,,,,,,,,,,,,,,,,,,
USW00012918,1/19/2018,7.16,0.24,52,37,100,19.9,1,,,,,,,,,,,,,,,,,
USW00012918,1/20/2018,7.61,0.12,72,51,170,19.9,1,1,,,,,,,,,,,,,,,,
USW00012918,1/21/2018,11.18,0.14,73,63,170,29.1,1,,1,,,,,,,,,,,,,,,
USW00012918,1/22/2018,11.63,0.17,68,45,180,30,1,,1,,,,,,,,,,,,,,,
USW00012918,1/23/2018,6.49,0,64,40,10,18.1,,,,,,,,,,,,,,,,,,
USW00012918,1/24/2018,5.59,0,64,39,70,18.1,,,,,,,,,,,,,,,,,,
USW00012918,1/25/2018,5.82,0,61,36,130,21,,,,,,,,,,,,,,,,,,
USW00012918,1/26/2018,7.61,0.31,68,50,100,19,1,,,,,,,,,,,,,,,,,
USW00012918,1/27/2018,5.37,0.6,67,59,80,14.1,1,,,,,,,,,,,,,,,,,
USW00012918,1/28/2018,10.07,0.03,68,53,360,19.9,1,,,,,,,,,,,,,,,,,
USW00012918,1/29/2018,10.96,0,67,43,340,30,,,,,,,,,,,,,,,,,,
USW00012918,1/30/2018,7.61,0,61,40,20,21,,,,,,,,,,,,,,,,,,
USW00012918,1/31/2018,7.16,0,70,40,160,28,,,,,,,,,,,,,,,,,,
USW00012918,2/1/2018,8.5,0,79,52,230,28,,,,,,,,,,,,,,,,,,
USW00012918,2/2/2018,14.99,0,64,50,40,32,,,,,,,,,,,,,,,,,,
USW00012918,2/3/2018,6.71,0,57,45,110,19,,,,,,,,,,,,,,,,,,
USW00012918,2/4/2018,6.93,0,72,55,170,28,,,,,,,,,,,,,,,,,,
USW00012918,2/5/2018,7.61,0,59,52,110,16.1,,,,,,,,,,,,,,,,,,
USW00012918,2/6/2018,7.83,0.04,75,58,180,23.9,,,,,,,,,,,,,,,,,,
USW00012918,2/7/2018,14.32,0.28,70,43,360,28,,,,,,,,,,,,,,,,,,
USW00012918,2/8/2018,6.71,0,55,40,20,25.1,,,,,,,,,,,,,,,,,,
USW00012918,2/9/2018,4.7,0,74,53,170,19,,,,,,,,,,,,,,,,,,
USW00012918,2/10/2018,5.82,2.05,70,53,170,19.9,,,,,,,,,,,,,,,,,,
USW00012918,2/11/2018,14.76,0.01,53,39,340,28,,,,,,,,,,,,,,,,,,
USW00012918,2/12/2018,11.41,0,46,37,10,21.9,,,,,,,,,,,,,,,,,,
USW00012918,2/13/2018,7.16,0.01,55,45,60,15,,,,,,,,,,,,,,,,,,
USW00012918,2/14/2018,7.16,0.01,80,55,190,21.9,,,,,,,,,,,,,,,,,,
